timestamp,success,tx,ty,tz,qx,qy,qz,qw,track_count,pnp_point_count,pnp_inlier_count,reprojection_error_mean,reprojection_error_median,message
1750921983.674060822,1,-0.331115893,-0.048446816,-0.820066525,0.006884586,0.320909611,-0.019915361,0.946875389,980,324,317,0.806884342,0.707335990,ok
1750921983.686060905,1,-0.344822298,-0.045693333,-0.834569820,0.005513116,0.327342208,-0.019681884,0.944684766,957,328,301,0.943267967,0.782714477,ok
1750921983.698060989,1,-0.357948144,-0.045446567,-0.849280425,0.006742145,0.334456521,-0.020133665,0.942171967,934,391,360,0.772413804,0.703704756,ok
1750921983.710061073,1,-0.372636251,-0.045093539,-0.862091538,0.007295734,0.340624974,-0.020854298,0.939939624,912,400,392,0.743293369,0.690473359,ok
1750921983.722061157,1,-0.387120436,-0.045145595,-0.875155685,0.007748157,0.346821584,-0.021536075,0.937651829,883,389,382,0.718601275,0.649070593,ok
1750921983.734061241,1,-0.400407376,-0.044958451,-0.888434648,0.008085074,0.353068348,-0.021890674,0.935306459,852,361,350,0.671915251,0.566733116,ok
1750921983.746061325,1,-0.414821632,-0.045054177,-0.902246945,0.007875512,0.359753943,-0.022490371,0.932742869,742,331,322,0.718546977,0.655490666,ok
1750921983.758061409,1,-0.428892842,-0.045853084,-0.914940249,0.008713602,0.366486912,-0.022326073,0.930114489,713,316,307,0.762447156,0.690560031,ok
1750921983.770061493,1,-0.444292873,-0.047449351,-0.927113172,0.009334516,0.372464117,-0.023688704,0.927697253,702,342,331,0.646755069,0.587022097,ok
1750921983.782061577,1,-0.459794732,-0.046844061,-0.939425055,0.008062920,0.378464330,-0.024742956,0.925249980,697,306,290,0.684447624,0.591006749,ok
1750921983.794061661,1,-0.473743413,-0.045643648,-0.950128686,0.007966197,0.384643383,-0.024817208,0.922697195,691,305,292,0.785905584,0.703707599,ok
1750921983.806061745,1,-0.488620741,-0.046128965,-0.961173946,0.009872018,0.391006364,-0.025051733,0.919994009,673,345,339,0.767221042,0.678854010,ok
1750921983.818061829,1,-0.503823437,-0.045833406,-0.971092768,0.010836134,0.396932175,-0.024747451,0.917450266,661,344,330,0.786820285,0.688105922,ok
1750921983.830061913,1,-0.520170102,-0.046701608,-0.983102952,0.010789069,0.402935547,-0.024869846,0.914826777,652,265,253,0.710598397,0.670823631,ok
1750921983.842061996,1,-0.537267970,-0.048121264,-0.995337766,0.010630058,0.409002620,-0.025059791,0.912127110,633,282,279,0.714530099,0.657852930,ok
1750921983.854062080,1,-0.553729669,-0.048595283,-1.006692127,0.010527452,0.414760726,-0.025270942,0.909518605,622,318,315,0.631493759,0.553085354,ok
1750921983.866062164,1,-0.569202280,-0.047910236,-1.015922238,0.010385832,0.420437196,-0.025774176,0.906896020,549,321,315,0.628672025,0.523945113,ok
1750921983.878062248,1,-0.585711887,-0.049531966,-1.026158981,0.011373578,0.425841997,-0.026783620,0.904329516,543,286,278,0.682964444,0.589952074,ok
1750921983.890062332,1,-0.602871798,-0.050203025,-1.036028826,0.011854794,0.431421902,-0.026796004,0.901674321,534,279,275,0.670398863,0.604558918,ok
1750921983.902062416,1,-0.620514748,-0.050907931,-1.046828772,0.011617198,0.437111222,-0.026802758,0.898932941,531,233,228,0.690782105,0.600086698,ok
1750921983.914062500,1,-0.638171940,-0.051034738,-1.057140325,0.011026751,0.442606354,-0.026579095,0.896254192,522,272,265,0.710179159,0.618626576,ok
1750921983.926062584,1,-0.653923410,-0.049945168,-1.067686515,0.011443121,0.448774322,-0.027536677,0.893147465,516,266,244,0.895245785,0.758365515,ok
1750921983.938062668,1,-0.670258228,-0.049053596,-1.079064838,0.012481487,0.454325321,-0.029486292,0.890260228,501,258,253,0.729681323,0.625073966,ok
1750921983.950062752,1,-0.688152532,-0.048994210,-1.091134668,0.013795572,0.460362976,-0.030269144,0.887107317,482,264,251,0.916767118,0.783108347,ok
1750921983.962062836,1,-0.706048318,-0.047936252,-1.100191370,0.013565837,0.465854651,-0.029794620,0.884255445,473,269,260,0.789362036,0.690459746,ok
1750921983.974062920,1,-0.724234537,-0.047902006,-1.110914786,0.012991284,0.471605366,-0.029488262,0.881220771,460,237,234,0.743934550,0.625627464,ok
1750921983.986063004,1,-0.743714490,-0.049607755,-1.120612646,0.012464708,0.476562332,-0.029633589,0.878552688,446,219,205,0.889141087,0.696453399,ok
1750921983.998063087,1,-0.761049720,-0.050146408,-1.128367780,0.012901583,0.481650757,-0.030690454,0.875730663,434,208,203,0.804158939,0.633732948,ok
1750921984.010063171,1,-0.779388891,-0.051947244,-1.136876815,0.014685890,0.486873299,-0.031715218,0.872773086,413,203,197,0.640679492,0.527368702,ok
1750921984.022063255,1,-0.798551466,-0.053565614,-1.147373645,0.015304952,0.492436595,-0.032052697,0.869623242,402,188,181,0.668840916,0.530143756,ok
1750921984.034063339,1,-0.817428063,-0.054523626,-1.156457341,0.015415204,0.497572467,-0.031863516,0.866699906,393,180,176,0.670578797,0.590093346,ok
1750921984.046063423,1,-0.836891270,-0.054892328,-1.166677429,0.014900183,0.503310409,-0.031444290,0.863404814,381,169,166,0.717649612,0.662792797,ok
1750921984.058063507,1,-0.856054091,-0.053851377,-1.174574729,0.014189737,0.508150417,-0.032270292,0.860546590,367,185,176,0.622147581,0.526063171,ok
1750921984.070063591,1,-0.876010083,-0.054616958,-1.181746490,0.014745670,0.512946272,-0.033514896,0.857639458,361,164,164,0.690726602,0.610802093,ok
1750921984.082063675,1,-0.895243447,-0.056858155,-1.189502804,0.016022199,0.517762743,-0.034578413,0.854675005,349,159,158,0.605221040,0.574899477,ok
1750921984.094063759,1,-0.913749785,-0.059696128,-1.197172605,0.017563876,0.522943804,-0.035427039,0.851449478,347,175,168,0.729483539,0.637018771,ok
1750921984.106063843,1,-0.932662976,-0.061171931,-1.202902055,0.018265979,0.527679147,-0.035753565,0.848494405,336,174,170,0.685315026,0.614148712,ok
1750921984.118063927,1,-0.951775159,-0.059968700,-1.209915444,0.017616967,0.532888404,-0.035726134,0.845247440,327,169,167,0.633598611,0.548159480,ok
1750921984.130064011,1,-0.970727995,-0.059483302,-1.216669063,0.017662362,0.537767068,-0.036541626,0.842115984,317,177,174,0.760073627,0.635743189,ok
1750921984.142064095,1,-0.988913700,-0.059689752,-1.224671732,0.019194949,0.543359509,-0.036784671,0.838474141,295,167,165,0.785293733,0.697175643,ok
1750921984.154064178,1,-1.007661242,-0.059013914,-1.230296309,0.020482948,0.548015483,-0.037093697,0.835394241,273,169,165,0.615515100,0.534629544,ok
1750921984.166064262,1,-1.027798505,-0.062223620,-1.236442778,0.022305817,0.553140691,-0.036908539,0.831970905,271,169,167,0.785495208,0.716970647,ok
1750921984.178064346,1,-1.047446763,-0.058625003,-1.243071495,0.021155593,0.558360458,-0.036707504,0.828515902,266,171,171,0.789709900,0.716135782,ok
1750921984.190064430,1,-1.067572904,-0.057607756,-1.246545593,0.020831362,0.562484923,-0.037401347,0.825698435,257,152,149,0.739802225,0.643444872,ok
1750921984.202064514,1,-1.085830355,-0.056436135,-1.250053069,0.019692623,0.567072162,-0.038328654,0.822540138,248,133,126,0.785555991,0.667192955,ok
1750921984.214064598,1,-1.107047383,-0.056165908,-1.255542786,0.019863605,0.571947321,-0.038127076,0.819163003,965,434,401,0.621676817,0.541476848,ok
1750921984.226064682,1,-1.126606661,-0.056398311,-1.260386143,0.020646846,0.576874400,-0.038030367,0.815685801,925,431,414,0.658931972,0.556736198,ok
1750921984.238064766,1,-1.146924448,-0.056437612,-1.265894980,0.021403013,0.581811984,-0.038113974,0.812147801,900,483,457,0.696716047,0.576254614,ok
1750921984.250064850,1,-1.167672504,-0.056741405,-1.270311821,0.021397536,0.586329328,-0.038858084,0.808857289,852,469,444,0.601513732,0.514954481,ok
1750921984.262064934,1,-1.187440506,-0.056127339,-1.273335050,0.020775451,0.590810933,-0.039357386,0.805581664,822,497,491,0.679094541,0.590666901,ok
1750921984.274065018,1,-1.207861070,-0.057169839,-1.275427426,0.021415607,0.595306753,-0.038918797,0.802269636,786,481,464,0.678673512,0.604455602,ok
1750921984.286065102,1,-1.228465095,-0.057496108,-1.279172065,0.022148239,0.599932012,-0.039068893,0.798789496,749,486,479,0.611292367,0.512874813,ok
1750921984.298065186,1,-1.248980248,-0.058144120,-1.282991468,0.022499790,0.604580207,-0.039372402,0.795252379,734,508,494,0.689642639,0.575943197,ok
1750921984.310065269,1,-1.269338800,-0.057508912,-1.285930810,0.021780292,0.609109022,-0.039018199,0.791826621,721,465,455,0.691295922,0.586623627,ok
1750921984.322065353,1,-1.289799088,-0.057214201,-1.288395475,0.021621910,0.613833508,-0.038464969,0.788201347,704,483,451,0.780874090,0.631087537,ok
1750921984.334065437,1,-1.309058788,-0.056239381,-1.289848185,0.023172677,0.618259995,-0.039480157,0.784639359,689,482,464,0.766737164,0.642137468,ok
1750921984.346065521,1,-1.328434088,-0.055906711,-1.290932209,0.025944095,0.622688127,-0.040905173,0.780969377,669,480,471,0.754055314,0.624463440,ok
1750921984.358065605,1,-1.347623057,-0.056312954,-1.291314503,0.026933080,0.627007337,-0.040547425,0.777491038,655,470,426,0.782331248,0.616100482,ok
1750921984.370065689,1,-1.368417370,-0.056394881,-1.293422824,0.026145143,0.631767005,-0.039709540,0.773698930,623,421,400,0.649202187,0.568353719,ok
1750921984.382065773,1,-1.387782974,-0.055723683,-1.294653497,0.025013993,0.636174898,-0.039580242,0.770122850,616,408,402,0.629692045,0.545605494,ok
1750921984.394065857,1,-1.409527952,-0.055086063,-1.298369983,0.024005826,0.640922192,-0.040191783,0.766176928,597,401,377,0.580173890,0.532355219,ok
1750921984.406065941,1,-1.431331225,-0.055897890,-1.300608033,0.025048073,0.645808976,-0.040297834,0.762023258,567,398,388,0.743028768,0.623677278,ok
1750921984.418066025,1,-1.450994944,-0.055258851,-1.301461382,0.026707304,0.650621100,-0.041126394,0.757817606,552,377,372,0.679292189,0.588812129,ok
1750921984.430066109,1,-1.471456907,-0.055483772,-1.302040859,0.028378068,0.655265423,-0.042146473,0.753687990,535,420,409,0.655228726,0.572719305,ok
1750921984.442066193,1,-1.490756925,-0.053829161,-1.301852103,0.027648770,0.659764512,-0.042304935,0.749771049,524,419,401,0.736277743,0.581918013,ok
1750921984.454066277,1,-1.517103937,-0.057471637,-1.305337145,0.027934754,0.664583276,-0.042860971,0.745460700,514,361,352,0.683701754,0.580405090,ok
1750921984.466066360,1,-1.535639822,-0.056415344,-1.304576355,0.028186763,0.669328091,-0.042933944,0.741189645,505,366,357,0.633027773,0.544682897,ok
1750921984.478066444,1,-1.555987600,-0.055817760,-1.303907154,0.028720658,0.673989557,-0.043251621,0.736914173,497,377,371,0.651262806,0.561748428,ok
1750921984.490066528,1,-1.575085504,-0.054599424,-1.303566171,0.028108672,0.678631125,-0.044387027,0.732597769,484,380,373,0.662520869,0.529880927,ok
1750921984.502066612,1,-1.596269098,-0.054803215,-1.304444740,0.027897070,0.683738088,-0.044986550,0.727805050,469,366,361,0.682903857,0.596002332,ok
1750921984.514066696,1,-1.616280178,-0.053860763,-1.303568400,0.027769415,0.688544275,-0.045002484,0.723263726,458,367,355,0.642238088,0.589735824,ok
1750921984.526066780,1,-1.640717538,-0.056724064,-1.301961292,0.029475908,0.693110440,-0.045434151,0.718794009,453,362,356,0.752952410,0.635042300,ok
1750921984.538066864,1,-1.663356942,-0.057018044,-1.300408263,0.030338709,0.697903069,-0.046300539,0.714049809,445,343,330,0.753467982,0.623305021,ok
1750921984.550066948,1,-1.683677669,-0.055304909,-1.297539895,0.031080030,0.702726936,-0.046594056,0.709251634,441,334,324,0.618834047,0.513102496,ok
1750921984.562067032,1,-1.702670083,-0.053426199,-1.295880005,0.031439727,0.707686989,-0.046747584,0.704276461,436,343,334,0.681621417,0.553772252,ok
1750921984.574067116,1,-1.722161796,-0.052004041,-1.294310508,0.031723717,0.712523777,-0.046763452,0.699368753,423,334,318,0.630263456,0.529119273,ok
1750921984.586067200,1,-1.739195579,-0.048373589,-1.289139934,0.030911410,0.716988807,-0.046247000,0.694861677,407,309,298,0.626107450,0.565516707,ok
1750921984.598067284,1,-1.759180164,-0.049640833,-1.285889207,0.032155562,0.721628863,-0.046760063,0.689950216,402,297,287,0.682543620,0.565580477,ok
1750921984.610067368,1,-1.779669959,-0.048842735,-1.284819387,0.033177343,0.726735431,-0.047738355,0.684453013,398,294,287,0.716992253,0.631452770,ok
1750921984.622067451,1,-1.805651964,-0.052211490,-1.284231827,0.035299632,0.731706285,-0.049442348,0.678907433,393,268,263,0.719416306,0.627903448,ok
1750921984.634067535,1,-1.826123558,-0.047336944,-1.284340081,0.033281808,0.736771654,-0.048835610,0.673553958,380,275,251,0.787661462,0.591546552,ok
1750921984.646067619,1,-1.847757074,-0.047520619,-1.278677582,0.031620970,0.741051723,-0.046840442,0.669065342,366,261,248,0.622727086,0.539204476,ok
1750921984.658067703,1,-1.881965733,-0.051930319,-1.288541273,0.031616176,0.747408062,-0.047074327,0.661940794,353,268,253,0.746394160,0.576184807,ok
1750921984.670067787,1,-1.907079542,-0.056309306,-1.283612736,0.034399494,0.751736088,-0.047954285,0.656818023,349,268,260,0.724295429,0.609685251,ok
1750921984.682067871,1,-1.930649131,-0.055635881,-1.284363544,0.037342286,0.756964512,-0.049138009,0.650534963,344,240,229,0.747070446,0.667942387,ok
1750921984.694067955,1,-1.952155352,-0.055411402,-1.283771793,0.038710346,0.761889237,-0.051036929,0.644532025,340,257,249,0.786210310,0.650268192,ok
1750921984.706068039,1,-1.978065903,-0.056129686,-1.282181617,0.038622706,0.766558258,-0.051943764,0.638904194,338,255,232,0.745065276,0.621767133,ok
1750921984.718068123,1,-2.007006871,-0.058460319,-1.290248000,0.038026668,0.772742903,-0.052022736,0.631439636,335,260,247,0.714362599,0.602209963,ok
1750921984.730068207,1,-2.028824557,-0.058088545,-1.287044279,0.037526028,0.777448826,-0.050881379,0.625760502,324,253,249,0.635419222,0.561360100,ok
1750921984.742068291,1,-2.055932671,-0.064314430,-1.287676999,0.039577178,0.782334551,-0.051513459,0.619461590,319,242,236,0.649281276,0.565596658,ok
1750921984.754068375,1,-2.076371943,-0.064506324,-1.282762438,0.040647172,0.786663743,-0.051933785,0.613849203,309,226,219,0.692219834,0.615574753,ok
1750921984.766068459,1,-2.097495893,-0.062972746,-1.279173439,0.040803019,0.791222420,-0.052204449,0.607928361,301,217,204,0.699906748,0.580204409,ok
1750921984.778068542,1,-2.115336139,-0.059450914,-1.280732955,0.039595815,0.796636570,-0.051171297,0.600985728,290,203,196,0.732091266,0.675725385,ok
1750921984.790068626,1,-2.137951870,-0.060324931,-1.281351458,0.039993918,0.801743922,-0.050262106,0.594206102,277,200,199,0.737982210,0.650630175,ok
1750921984.802068710,1,-2.166973672,-0.068355559,-1.284773764,0.042171541,0.806991749,-0.050781559,0.586862089,264,174,173,0.590231760,0.524325042,ok
1750921984.814068794,1,-2.192794356,-0.064718780,-1.294493957,0.043310893,0.812910218,-0.049547966,0.578658918,254,154,150,0.652632687,0.599848953,ok
1750921984.826068878,1,-2.219505041,-0.062363036,-1.302473261,0.043519925,0.818493705,-0.050354929,0.570647398,242,143,139,0.554940649,0.468675248,ok
1750921984.838068962,1,-2.236890360,-0.060996795,-1.293227587,0.043631416,0.822396477,-0.050439326,0.564992219,942,408,388,0.820222572,0.698480780,ok
1750921984.850069046,1,-2.255987008,-0.059285080,-1.286051265,0.043250778,0.826591070,-0.049809085,0.558923634,905,416,403,0.754653547,0.639452636,ok
1750921984.862069130,1,-2.273951300,-0.058419409,-1.276213087,0.042818316,0.830366520,-0.049526407,0.553358084,871,416,408,0.782603657,0.693060053,ok
1750921984.874069214,1,-2.291837818,-0.055806140,-1.266952937,0.042449098,0.834088974,-0.049372548,0.547773684,835,429,415,0.800776973,0.703066760,ok
1750921984.886069298,1,-2.307519332,-0.053688768,-1.255723980,0.042285999,0.837647397,-0.049247607,0.542340672,784,364,349,0.791965524,0.691376823,ok
1750921984.898069382,1,-2.326465833,-0.052855345,-1.245141800,0.042675202,0.841496737,-0.049014944,0.536339076,753,372,362,0.827075978,0.734223661,ok
1750921984.910069466,1,-2.344329293,-0.051181514,-1.235407417,0.043427064,0.845364059,-0.048709303,0.530189685,697,376,370,0.872883754,0.769888529,ok
1750921984.922069550,1,-2.359688180,-0.048357849,-1.225840753,0.043388301,0.848954509,-0.048700888,0.524425323,665,323,306,0.787556438,0.703398674,ok
1750921984.934069633,1,-2.376599530,-0.043236242,-1.217149292,0.042838264,0.852821565,-0.048117289,0.518213264,615,301,292,0.816482347,0.720828086,ok
1750921984.946069717,1,-2.392811672,-0.043829947,-1.204497540,0.043046914,0.856209840,-0.049064833,0.512488357,588,299,277,0.771875939,0.687543363,ok
1750921984.958069801,1,-2.411292377,-0.044278073,-1.192398329,0.044374335,0.859982263,-0.049310300,0.505993991,566,272,251,0.821465955,0.800887610,ok
1750921984.970069885,1,-2.428117177,-0.044622292,-1.180123897,0.044348957,0.863586932,-0.049691604,0.499781477,490,222,216,0.728575389,0.631335421,ok
1750921984.982069969,1,-2.446157112,-0.043837514,-1.166871035,0.044009985,0.867107393,-0.049908558,0.493656790,477,224,223,0.772365400,0.639589898,ok
1750921984.994070053,1,-2.463345095,-0.044982766,-1.154116901,0.044063601,0.870556950,-0.050610666,0.487470570,461,222,218,0.712567239,0.650810233,ok
1750921985.006070137,1,-2.478914038,-0.042359387,-1.141490136,0.043091843,0.874025517,-0.049942125,0.481381628,446,210,206,0.787207056,0.652241765,ok
1750921985.018070221,1,-2.492528246,-0.040476233,-1.128844928,0.043167970,0.877345403,-0.049169780,0.475377643,431,215,213,0.783393040,0.674207379,ok
1750921985.030070305,1,-2.506402587,-0.037157809,-1.117812072,0.042907488,0.880916218,-0.048495897,0.468821620,418,234,233,0.703156061,0.608473248,ok
1750921985.042070389,1,-2.521417008,-0.035716960,-1.104853918,0.043040053,0.884270924,-0.048812005,0.462417425,408,221,221,0.795823212,0.714509500,ok
1750921985.054070473,1,-2.535846690,-0.034307513,-1.090748891,0.043975243,0.887385942,-0.049057719,0.456295637,397,200,196,0.840298317,0.777809778,ok
1750921985.066070557,1,-2.551292586,-0.035545508,-1.079040328,0.043212488,0.890769525,-0.050165014,0.449606278,384,188,169,0.875906959,0.779282332,ok
1750921985.078070641,1,-2.567155370,-0.031048423,-1.066428676,0.042006965,0.894104919,-0.049236548,0.443156374,361,177,175,0.873230076,0.762345236,ok
1750921985.090070724,1,-2.580589541,-0.031796175,-1.052189874,0.042909527,0.897273916,-0.049763167,0.436556891,350,170,168,0.845762653,0.762987994,ok
1750921985.102070808,1,-2.592610047,-0.030557949,-1.038519571,0.042389402,0.900292676,-0.049165797,0.430417193,338,192,180,0.834823552,0.670870464,ok
1750921985.114070892,1,-2.604279842,-0.026463661,-1.026571066,0.041037586,0.903445557,-0.047819917,0.424046339,323,188,186,0.742986812,0.670994366,ok
1750921985.126070976,1,-2.622764763,-0.024950302,-1.012022904,0.041231881,0.906633763,-0.048232519,0.417119619,308,183,168,0.997554930,0.915611060,ok
1750921985.138071060,1,-2.635535750,-0.024543807,-0.996596906,0.041737236,0.909371907,-0.048546010,0.411028008,287,182,179,0.800353397,0.724348234,ok
1750921985.150071144,1,-2.650611019,-0.024322521,-0.981344086,0.043135437,0.912455509,-0.048515213,0.403993257,275,186,179,0.897066513,0.753329378,ok
1750921985.162071228,1,-2.662930722,-0.023464315,-0.966954038,0.043132553,0.915212156,-0.048348718,0.397729423,268,181,180,0.842819059,0.783508587,ok
1750921985.174071312,1,-2.677178302,-0.023053847,-0.951437813,0.042027796,0.918048365,-0.048147980,0.391283320,262,163,158,0.863316225,0.813635311,ok
1750921985.186071396,1,-2.690066565,-0.020723945,-0.937144693,0.041257336,0.920854483,-0.047118335,0.384843754,257,167,167,0.829377963,0.727184816,ok
1750921985.198071480,1,-2.700462043,-0.015952859,-0.924068330,0.040482422,0.923570660,-0.046192464,0.378476770,249,155,152,0.898078789,0.719720748,ok
1750921985.210071564,1,-2.713868570,-0.015132437,-0.907468100,0.040607983,0.926213851,-0.046424487,0.371918890,939,589,576,0.809824459,0.712950843,ok
1750921985.222071648,1,-2.726861287,-0.015050044,-0.890781442,0.040777799,0.928775699,-0.047264166,0.365347739,894,576,569,0.878352257,0.759853289,ok
1750921985.234071732,1,-2.737490956,-0.014147136,-0.874889916,0.040588740,0.931175651,-0.047380435,0.359192922,850,523,490,0.857907831,0.714093583,ok
1750921985.246071815,1,-2.748290134,-0.014187151,-0.859369103,0.040143774,0.933627004,-0.046828286,0.352896879,822,523,499,0.785146494,0.679700141,ok
1750921985.258071899,1,-2.758114280,-0.013367591,-0.844642383,0.038944407,0.936075611,-0.046086981,0.346585882,796,519,484,0.711314243,0.616401851,ok
