source_id,target_id,type,tx,ty,tz,qx,qy,qz,qw,inlier_count,reprojection_error_median
37,38,sequential,-0.029092188,-0.014583668,-0.211997803,0.000178293,0.069833973,-0.004411263,0.997548859,0,nan
38,39,sequential,-0.043547035,-0.016069782,-0.187456976,-0.000635144,0.061285776,-0.004380715,0.998110445,0,nan
39,40,sequential,-0.034972708,-0.007995426,-0.130181213,-0.001038129,0.041389003,-0.001747265,0.999141041,0,nan
40,41,sequential,-0.042362286,0.015091878,-0.164396821,-0.009733316,0.063071566,-0.000825007,0.997961201,0,nan
41,42,sequential,0.003086796,-0.024303420,-0.160282758,0.007341911,0.045393668,-0.002298671,0.998939551,0,nan
42,43,sequential,-0.012469836,0.002236425,-0.139024673,0.002833566,0.050302583,-0.004195411,0.998721192,0,nan
43,44,sequential,-0.001304879,-0.001049233,-0.111885704,0.001960579,0.043406069,-0.003503018,0.999049447,0,nan
44,45,sequential,-0.041290961,0.021040535,-0.174809988,-0.001528329,0.058600891,0.000640967,0.998280115,0,nan
45,46,sequential,-0.014446963,-0.002919393,-0.158343310,0.001511861,0.056134896,-0.001724062,0.998420560,0,nan
46,47,sequential,-0.057626658,-0.031500691,-0.154613803,0.002092414,0.041831135,-0.005115056,0.999109410,0,nan
47,48,sequential,-0.030900117,-0.031341737,-0.190633248,0.001631211,0.060530242,-0.004857849,0.998153210,0,nan
48,49,sequential,-0.016260666,-0.008395058,-0.148103742,-0.000063746,0.048652768,-0.003400264,0.998809963,0,nan
49,50,sequential,-0.005070358,0.001651644,-0.102193588,-0.000774122,0.035995045,-0.000662681,0.999351449,0,nan
50,51,sequential,-0.057192990,-0.029492418,-0.292113539,-0.003674569,0.092150198,-0.004263470,0.995729211,0,nan
51,52,sequential,-0.012356028,0.005909127,-0.253709434,-0.009886291,0.092164193,-0.008300918,0.995660142,0,nan
52,53,sequential,-0.046730083,-0.008827605,-0.242423062,0.001338583,0.089009893,-0.002379885,0.996026999,0,nan
53,54,sequential,-0.008559721,-0.016555944,-0.177131797,-0.002321992,0.062905397,-0.005578189,0.998001204,0,nan
54,55,sequential,-0.012231500,-0.004935370,-0.127087509,-0.000636786,0.044201834,-0.002931260,0.999018118,0,nan
55,56,sequential,-0.016551786,-0.008169629,-0.158968337,-0.000344202,0.046836854,-0.000595475,0.998902316,0,nan
56,57,sequential,-0.006624405,0.001102678,-0.111090664,-0.001317919,0.034345029,-0.002319307,0.999406475,0,nan
57,58,sequential,-0.015316102,-0.011999534,-0.114511132,0.002585679,0.033236323,-0.000895665,0.999443775,0,nan
58,59,sequential,-0.012064157,-0.004986921,-0.105405050,-0.000834687,0.032491185,0.000170843,0.999471659,0,nan
59,60,sequential,-0.012234869,-0.003583741,-0.108735144,0.001640345,0.032686915,-0.001368239,0.999463357,0,nan
60,61,sequential,-0.008402713,-0.007517737,-0.117305136,-0.000613733,0.034873024,-0.003470443,0.999385537,0,nan
61,62,sequential,-0.011132767,-0.005767234,-0.105067990,-0.001164998,0.033862219,-0.001913722,0.999423999,0,nan
62,63,sequential,-0.007521918,-0.003831008,-0.116084697,-0.000311871,0.035361405,-0.003115478,0.999369685,0,nan
63,64,sequential,-0.012761302,-0.008510401,-0.097657859,0.003248854,0.032877904,-0.001315626,0.999453229,0,nan
64,65,sequential,-0.012168963,-0.006052901,-0.101631545,-0.002272803,0.032584025,-0.003399241,0.999460635,0,nan
65,66,sequential,-0.007726016,-0.002972713,-0.109019935,0.001756644,0.034547697,-0.001289978,0.999400674,0,nan
66,67,sequential,-0.012995440,-0.012182226,-0.131628255,-0.001979326,0.040930169,-0.002458140,0.999157025,0,nan
67,68,sequential,-0.042391205,-0.018240926,-0.275655894,0.002535555,0.086808311,-0.004741376,0.996210524,0,nan
68,69,sequential,-0.054266585,0.000883056,-0.244713755,0.001512733,0.092445068,-0.003455812,0.995710640,0,nan
69,70,sequential,-0.068934697,0.003838547,-0.247392987,-0.007234990,0.087878757,-0.006106046,0.996086189,0,nan
70,71,sequential,-0.008341441,-0.000143493,-0.095135429,-0.001618971,0.034721702,-0.002615823,0.999392285,0,nan
71,72,sequential,-0.009104813,-0.001864035,-0.105850389,-0.001858906,0.032867991,-0.000905045,0.999457563,0,nan
72,73,sequential,-0.010850765,-0.002650665,-0.108096319,0.000751246,0.031123158,-0.002258402,0.999512723,0,nan
73,74,sequential,-0.007858471,-0.005316435,-0.097282839,-0.001243312,0.030580061,-0.003262667,0.999526222,0,nan
74,75,sequential,-0.014197713,0.001123648,-0.109156087,-0.004084446,0.030092459,-0.002437453,0.999535802,0,nan
19,75,loop,0.187548344,0.008349122,0.014910230,-0.000252618,0.041474110,-0.006618324,0.999117627,21,1.239478985
75,76,sequential,-0.016964931,-0.011412330,-0.096524110,0.000732815,0.028095199,-0.003000411,0.999600480,0,nan
76,77,sequential,-0.015183925,-0.010140012,-0.104256315,-0.000085490,0.029501287,-0.000415650,0.999564652,0,nan
77,78,sequential,-0.041002778,-0.018832431,-0.211799368,-0.002878386,0.058601162,-0.004383531,0.998267701,0,nan
78,79,sequential,-0.054386721,-0.018569961,-0.307391762,0.003363428,0.080567791,-0.006765743,0.996720494,0,nan
79,80,sequential,-0.035612453,-0.023054108,-0.307042969,0.001130307,0.089006666,-0.012299001,0.995954452,0,nan
80,81,sequential,-0.082650042,-0.007189620,-0.310648329,-0.005158258,0.082373969,-0.002812082,0.996584173,0,nan
81,82,sequential,-0.058803701,-0.015015111,-0.300741692,0.004660973,0.095231258,0.000562925,0.995444105,0,nan
82,83,sequential,-0.032025640,-0.016796653,-0.200053081,-0.000695719,0.064085692,-0.005603745,0.997928423,0,nan
83,84,sequential,-0.037172684,-0.006425214,-0.160531692,-0.003994272,0.054984335,-0.002043706,0.998477136,0,nan
84,85,sequential,-0.038542331,-0.020728929,-0.184758070,0.004355226,0.062248646,-0.004057700,0.998042922,0,nan
85,86,sequential,-0.040171011,-0.015117903,-0.207108727,0.001309158,0.070050703,-0.003730077,0.997535599,0,nan
86,87,sequential,-0.031168810,-0.011929736,-0.187654824,0.002502333,0.063104749,-0.003305200,0.997998299,0,nan
87,88,sequential,-0.036262613,-0.011075151,-0.156738108,-0.000570016,0.052972748,-0.000438162,0.998595700,0,nan
88,89,sequential,-0.033904666,-0.010359653,-0.177892766,-0.000607573,0.061318066,-0.004566173,0.998107647,0,nan
89,90,sequential,-0.043186146,-0.013113811,-0.206056448,0.001921109,0.075858799,-0.003244129,0.997111442,0,nan
34,90,loop,0.134268475,0.012166591,-0.072501340,0.001125443,0.044288729,-0.003476564,0.999012090,28,1.941496239
90,91,sequential,-0.033937067,-0.006938103,-0.237041790,-0.003401077,0.090401910,-0.005654850,0.995883502,0,nan
91,92,sequential,-0.039247724,-0.019331624,-0.182203796,-0.002203423,0.060341970,-0.000878802,0.998174944,0,nan
92,93,sequential,-0.033445248,-0.007767224,-0.214676942,-0.002492668,0.077241780,-0.007141097,0.996983700,0,nan
93,94,sequential,-0.027783212,-0.005925106,-0.146587886,0.000592466,0.054629352,-0.003987481,0.998498564,0,nan
94,95,sequential,-0.036804022,-0.012694156,-0.200043419,-0.001948945,0.068480275,-0.003962150,0.997642699,0,nan
95,96,sequential,-0.030315403,-0.018548259,-0.161576675,-0.001667644,0.055026388,-0.003161158,0.998478504,0,nan
96,97,sequential,-0.021204695,-0.002791716,-0.098246863,0.000111863,0.034576414,-0.000643640,0.999401844,0,nan
97,98,sequential,-0.013964639,-0.003407358,-0.113875957,-0.002076069,0.041733738,-0.003330613,0.999121060,0,nan
98,99,sequential,-0.031943380,-0.021129441,-0.200383079,0.000772424,0.055380123,-0.001829040,0.998463369,0,nan
99,100,sequential,0.048723070,0.050882864,-0.088305018,-0.001645297,0.041177078,0.000403422,0.999150428,0,nan
44,100,loop,-0.107976144,0.040488490,0.236696441,-0.006764224,-0.035360186,0.002993931,0.999347256,23,1.386897433
100,101,sequential,-0.067105040,-0.039406160,-0.164920473,0.005071291,0.047738272,-0.007422669,0.998819425,0,nan
101,102,sequential,-0.021436171,0.010113824,-0.161165651,0.001335105,0.062033841,-0.000309181,0.998073106,0,nan
102,103,sequential,-0.044844326,-0.012327911,-0.216925554,0.002105610,0.074218244,-0.003233229,0.997234559,0,nan
103,104,sequential,-0.030752945,-0.018758599,-0.161341301,-0.001530149,0.053972776,-0.003492732,0.998535127,0,nan
104,105,sequential,-0.019843371,-0.006805571,-0.101394350,0.002037515,0.034034856,-0.001458465,0.999417505,0,nan
105,106,sequential,-0.017453759,-0.005117611,-0.115699047,-0.000701801,0.041750664,-0.000327801,0.999127761,0,nan
106,107,sequential,-0.025954986,-0.009150917,-0.120918384,-0.001153048,0.040908709,-0.001394115,0.999161250,0,nan
107,108,sequential,-0.050874121,-0.012394749,-0.253597174,-0.002215899,0.089370477,-0.003103142,0.995991154,0,nan
108,109,sequential,-0.058177722,-0.013351325,-0.257399450,-0.003241541,0.089853465,-0.004214248,0.995940805,0,nan
109,110,sequential,-0.062365662,-0.023462330,-0.236768478,0.005183151,0.079643278,-0.004923541,0.996797794,0,nan
4,110,loop,-0.151334298,0.023324904,0.119073026,-0.000530409,-0.061581472,0.005109991,0.998088838,22,1.771521394
110,111,sequential,-0.001089932,-0.001644991,-0.145960138,-0.004202174,0.061501153,-0.005364136,0.998083752,0,nan
111,112,sequential,-0.023855906,-0.013578662,-0.154721765,0.001736623,0.057108223,-0.005135303,0.998353276,0,nan
112,113,sequential,-0.031076556,-0.000084400,-0.155970789,-0.002209889,0.062971852,-0.002758557,0.998009044,0,nan
113,114,sequential,-0.040854945,-0.010512939,-0.172031742,0.001819373,0.067603115,-0.005747793,0.997694077,0,nan
114,115,sequential,-0.046325193,-0.006637087,-0.189717769,-0.002319559,0.073349910,-0.005563424,0.997288052,0,nan
115,116,sequential,-0.037927033,-0.006345949,-0.177556829,0.003874613,0.064333097,-0.002156300,0.997918629,0,nan
116,117,sequential,-0.041792977,-0.012449740,-0.191061717,-0.001368659,0.067470177,-0.003770317,0.997713229,0,nan
117,118,sequential,-0.026540579,-0.015500433,-0.174054538,-0.000137172,0.056217206,-0.003683231,0.998411759,0,nan
118,119,sequential,-0.058867874,-0.016687498,-0.276896124,0.003519413,0.092317404,-0.005051635,0.995710596,0,nan
119,120,sequential,-0.055003542,0.009887462,-0.268577788,-0.004415524,0.091096291,-0.005852814,0.995815100,0,nan
15,120,loop,-0.073214965,0.007461545,0.070081898,0.000302546,-0.071706913,0.000571608,0.997425536,28,1.213282228
120,121,sequential,-0.009407874,0.016254588,-0.184225075,-0.008455219,0.075430401,-0.004383686,0.997105585,0,nan
121,122,sequential,-0.023710570,-0.009331617,-0.106280236,-0.001169938,0.032647047,-0.002090945,0.999464071,0,nan
122,123,sequential,-0.008428687,-0.009131044,-0.105587249,0.000265760,0.035900790,-0.000429712,0.999355231,0,nan
123,124,sequential,-0.013123097,-0.008739366,-0.106243475,-0.000163408,0.036416175,-0.003026391,0.999332115,0,nan
124,125,sequential,-0.012044893,-0.006560017,-0.105296189,0.001011355,0.037477301,-0.001631475,0.999295636,0,nan
125,126,sequential,-0.008845269,-0.006706678,-0.104251405,-0.000650932,0.038275631,-0.001902325,0.999265197,0,nan
126,127,sequential,-0.013040685,-0.007361918,-0.107631857,0.000939997,0.037153708,-0.002802853,0.999305190,0,nan
127,128,sequential,-0.019717157,-0.013545345,-0.120936509,0.000315465,0.044957218,-0.004317037,0.998979535,0,nan
128,129,sequential,-0.027538479,-0.015659276,-0.238650637,0.000565413,0.093385893,-0.008344598,0.995594859,0,nan
129,130,sequential,-0.019796473,-0.009983670,-0.223391392,-0.001678638,0.090556391,-0.006770071,0.995866903,0,nan
25,130,loop,0.138774635,-0.006659026,0.016331690,0.002699252,-0.037750810,0.000634832,0.999283337,33,1.642082124
130,131,sequential,-0.031950009,-0.030617607,-0.240523787,0.002964265,0.089212286,-0.006271188,0.995988481,0,nan
131,132,sequential,-0.031592963,-0.004072568,-0.256367377,-0.004323310,0.090762112,-0.002376280,0.995860382,0,nan
132,133,sequential,-0.040464487,-0.006145446,-0.259391165,-0.000265587,0.088656261,-0.004436157,0.996052367,0,nan
133,134,sequential,0.004543061,-0.028263465,-0.216502276,0.001951561,0.070113519,-0.003053337,0.997532437,0,nan
134,135,sequential,-0.046673168,0.000118558,-0.176463774,-0.007294451,0.054985879,-0.003398356,0.998454704,0,nan
135,136,sequential,-0.009019023,-0.008397689,-0.244286411,0.001577207,0.082491118,-0.004839965,0.996578799,0,nan
136,137,sequential,-0.026323505,-0.009988424,-0.143248321,0.001823996,0.045972939,-0.002367606,0.998938214,0,nan
137,138,sequential,-0.016042419,-0.007688293,-0.132614540,0.000896853,0.041671630,0.000788479,0.999130647,0,nan
138,139,sequential,-0.024329480,-0.000507584,-0.176823959,-0.004529753,0.056388150,-0.005479429,0.998383610,0,nan
139,140,sequential,-0.027153236,-0.009464303,-0.182296637,-0.000909730,0.064275267,-0.003160034,0.997926789,0,nan
90,140,loop,0.050253512,0.010454538,0.153358445,-0.002496379,-0.045715689,0.002695630,0.998947735,35,1.327536339
140,141,sequential,-0.044975929,-0.019078637,-0.263420264,0.003364994,0.087089663,-0.002533998,0.996191571,0,nan
141,142,sequential,-0.040659171,-0.014130484,-0.252080410,-0.004387823,0.086955839,-0.004357267,0.996192975,0,nan
142,143,sequential,-0.017524037,-0.011373638,-0.129486522,-0.003524795,0.042564425,-0.002251452,0.999084970,0,nan
143,144,sequential,-0.033752724,-0.015609936,-0.229646994,0.002333772,0.078312478,-0.003722274,0.996919181,0,nan
144,145,sequential,-0.031264556,-0.007534500,-0.253907614,-0.002190642,0.088031765,-0.008566346,0.996078424,0,nan
145,146,sequential,-0.021736862,-0.027354471,-0.220548211,-0.004133288,0.072661553,-0.006413264,0.997327471,0,nan
146,147,sequential,-0.024536706,-0.001156126,-0.102443712,0.000189635,0.033765966,0.001566962,0.999428521,0,nan
147,148,sequential,-0.021744963,-0.019883197,-0.163893977,0.000342720,0.049903268,-0.004148540,0.998745381,0,nan
148,149,sequential,-0.023492264,-0.008876047,-0.154662479,-0.000170790,0.050415881,-0.000990065,0.998727806,0,nan
149,150,sequential,-0.008180390,0.001092162,-0.094926616,0.001024789,0.035804694,-0.000780844,0.999357976,0,nan
100,150,loop,0.071292363,0.010227341,0.033903845,-0.001831631,0.004314487,0.001020218,0.999988495,31,1.505563708
150,151,sequential,-0.014771848,-0.009863642,-0.102370956,0.003311874,0.034315790,-0.001557139,0.999404339,0,nan
151,152,sequential,-0.043628862,-0.003172413,-0.217321204,0.003505426,0.076545180,-0.001981293,0.997057983,0,nan
152,153,sequential,-0.026735894,-0.015092317,-0.208320042,0.002206475,0.069392438,-0.003454240,0.997581019,0,nan
153,154,sequential,-0.056366248,-0.017447936,-0.227928680,0.000507714,0.063422945,-0.004162064,0.997977930,0,nan
154,155,sequential,-0.017762744,-0.008912555,-0.143475789,0.002805693,0.047237216,-0.001415281,0.998878757,0,nan
155,156,sequential,-0.014931567,-0.007369314,-0.111066271,-0.000199181,0.033760842,-0.002630210,0.999426459,0,nan
156,157,sequential,-0.046422722,-0.010802687,-0.288146556,-0.003720758,0.090922687,-0.002659789,0.995847451,0,nan
157,158,sequential,-0.072547027,-0.015221657,-0.295464993,-0.005902265,0.092484920,-0.003890067,0.995688993,0,nan
158,159,sequential,-0.053821034,-0.013677715,-0.258344897,-0.001932885,0.081170803,-0.004661560,0.996687431,0,nan
159,160,sequential,-0.019928909,-0.032056418,-0.205454882,0.009382202,0.066007852,0.000278703,0.997774955,0,nan
111,160,loop,0.127858707,0.001426615,0.008948810,0.000125005,-0.004283727,-0.001987638,0.999988842,23,1.770021647
160,161,sequential,-0.034527080,-0.011288272,-0.239966956,-0.001800789,0.072312251,-0.008571595,0.997343583,0,nan
161,162,sequential,-0.014241799,-0.002747020,-0.185016324,-0.001209812,0.063062419,-0.006092025,0.997990258,0,nan
162,163,sequential,-0.010210376,-0.003235119,-0.107418039,0.000144993,0.035633229,-0.002546157,0.999361681,0,nan
163,164,sequential,-0.013370090,-0.005525794,-0.108714404,-0.001091067,0.033666335,-0.001924137,0.999430681,0,nan
164,165,sequential,-0.010329163,-0.004766066,-0.106436324,0.000068173,0.034482075,-0.001120079,0.999404686,0,nan
165,166,sequential,-0.012573625,-0.010426599,-0.126970839,0.001188517,0.040393045,-0.003450857,0.999177202,0,nan
166,167,sequential,-0.011851557,-0.006076573,-0.111497797,0.001121636,0.034959656,-0.002121170,0.999385844,0,nan
167,168,sequential,-0.009084162,-0.006016936,-0.104287430,-0.000114379,0.035293915,-0.001964098,0.999375039,0,nan
168,169,sequential,-0.013294084,-0.007869315,-0.101438879,-0.000015026,0.033232212,-0.001932452,0.999445789,0,nan
169,170,sequential,-0.012707744,-0.010364222,-0.154360959,-0.001357395,0.048003241,-0.002394732,0.998843387,0,nan
12,170,loop,0.114477609,-0.012756725,-0.064683081,0.000378163,-0.008594663,0.003053884,0.999958330,27,1.303436246
170,171,sequential,-0.006611405,0.002576845,-0.087094123,-0.000590579,0.032055676,-0.004565764,0.999475482,0,nan
171,172,sequential,-0.023317902,-0.010181193,-0.231162491,0.001636419,0.074594555,-0.004592104,0.997202029,0,nan
172,173,sequential,-0.045651099,-0.010248902,-0.265851506,-0.000359390,0.088456430,-0.003161484,0.996074965,0,nan
173,174,sequential,-0.038948597,-0.009071899,-0.237220786,-0.002575502,0.085952814,-0.004700828,0.996284790,0,nan
174,175,sequential,-0.019414798,-0.010435631,-0.155707638,-0.001119772,0.049193927,-0.000889709,0.998788222,0,nan
175,176,sequential,-0.008371162,-0.005134267,-0.103331435,0.000405652,0.034072916,-0.002205121,0.999416835,0,nan
176,177,sequential,-0.018951872,-0.009432491,-0.107862800,-0.001212371,0.032870516,-0.003311607,0.999453397,0,nan
177,178,sequential,-0.008735752,-0.008301209,-0.104182546,-0.002986863,0.036431873,-0.002239699,0.999329166,0,nan
178,179,sequential,-0.013235221,-0.011032911,-0.109365959,0.000935994,0.036058085,-0.002576926,0.999345935,0,nan
179,180,sequential,-0.020782281,-0.016333594,-0.109332396,0.001736449,0.034180402,-0.001464097,0.999413098,0,nan
75,180,loop,0.007792705,-0.016337389,-0.257354672,-0.002474035,0.043414216,-0.003694344,0.999047265,34,1.676406471
180,181,sequential,-0.006733675,-0.002755817,-0.126369332,-0.002957152,0.043026699,-0.004080366,0.999061214,0,nan
181,182,sequential,-0.038759411,-0.019605583,-0.233180774,0.004961710,0.075684331,-0.003429389,0.997113586,0,nan
182,183,sequential,-0.034442468,-0.028654534,-0.251423020,0.000897896,0.087662386,-0.004811048,0.996138220,0,nan
183,184,sequential,-0.035776854,-0.025528832,-0.255869375,0.003042010,0.090433487,-0.005997577,0.995879792,0,nan
184,185,sequential,-0.031581791,-0.011449416,-0.266842548,-0.000902002,0.091125449,-0.005958871,0.995821184,0,nan
185,186,sequential,-0.045383932,-0.004100557,-0.286289849,0.000071857,0.088974350,-0.000871414,0.996033534,0,nan
186,187,sequential,-0.036760970,-0.025079074,-0.191313370,-0.000684675,0.058623021,-0.002897951,0.998275751,0,nan
187,188,sequential,-0.027616706,-0.021042391,-0.154076982,0.001107557,0.045851550,-0.002381134,0.998944813,0,nan
188,189,sequential,-0.045263643,-0.008574304,-0.239238385,0.000691901,0.074544728,-0.004503708,0.997207261,0,nan
189,190,sequential,-0.009618864,-0.010327438,-0.161544306,0.002259674,0.052608115,-0.001891821,0.998610886,0,nan
137,190,loop,-0.040024352,0.036614688,0.131205810,-0.008038550,-0.019201703,-0.002222332,0.999780845,34,1.504135768
190,191,sequential,-0.031134383,-0.004842298,-0.139869142,0.000281236,0.045304819,-0.000645651,0.998972961,0,nan
191,192,sequential,-0.013051613,0.002513257,-0.105774648,-0.001074009,0.034612290,-0.002341559,0.999397495,0,nan
192,193,sequential,-0.020482767,-0.002054687,-0.149973428,-0.003043956,0.049048042,-0.004039366,0.998783614,0,nan
193,194,sequential,-0.035111026,-0.011230214,-0.216168629,-0.001997712,0.070268104,-0.002878066,0.997521989,0,nan
194,195,sequential,-0.037746694,-0.011278114,-0.258615714,0.000164309,0.086470689,-0.006063086,0.996235932,0,nan
195,196,sequential,-0.029834950,-0.013078518,-0.210094323,-0.003498031,0.071326958,-0.006463487,0.997425913,0,nan
196,197,sequential,-0.032047594,-0.018816065,-0.213797661,-0.003606216,0.068786405,-0.004140505,0.997616300,0,nan
197,198,sequential,-0.025547630,-0.006446767,-0.210098071,-0.001577248,0.069365809,-0.004156215,0.997581387,0,nan
198,199,sequential,-0.045648934,-0.007619515,-0.261269052,-0.001999420,0.090145750,-0.004601666,0.995915946,0,nan
199,200,sequential,-0.039539342,-0.025656387,-0.138713558,0.000849387,0.046158923,-0.003060172,0.998929060,0,nan
40,200,loop,0.032509191,0.006895523,0.079193128,-0.000044208,0.005289015,-0.000909447,0.999985599,43,1.370342244
200,201,sequential,-0.009205262,0.004320587,-0.105916475,-0.003601826,0.036581467,-0.003614993,0.999317645,0,nan
201,202,sequential,-0.038047461,-0.023655645,-0.201792819,0.000086584,0.063795842,-0.002133768,0.997960686,0,nan
202,203,sequential,-0.018259205,-0.000296640,-0.143199249,0.000471248,0.050340243,-0.004435375,0.998722166,0,nan
203,204,sequential,-0.024179804,-0.003510912,-0.124085451,0.002541902,0.041019232,-0.001605479,0.999153834,0,nan
204,205,sequential,-0.040175923,0.009425645,-0.145141535,0.001237322,0.046521075,-0.000407360,0.998916459,0,nan
205,206,sequential,-0.011507405,0.007984960,-0.185373702,-0.000128204,0.069728354,-0.003391857,0.997560242,0,nan
206,207,sequential,-0.031898080,-0.021126652,-0.177869023,0.001375799,0.053046607,-0.002851300,0.998587019,0,nan
207,208,sequential,-0.040343346,-0.009026374,-0.175393937,0.001547665,0.058175282,-0.001767478,0.998303620,0,nan
208,209,sequential,-0.017910703,-0.004471669,-0.128740446,-0.000150077,0.040332253,-0.001533349,0.999185136,0,nan
209,210,sequential,-0.008303634,-0.006725232,-0.105856361,-0.002073090,0.035593678,-0.003063549,0.999359498,0,nan
156,210,loop,0.055568446,0.033414904,-0.111448285,-0.007708204,-0.002151559,0.003112693,0.999963132,45,1.572347716
210,211,sequential,-0.066492601,-0.034738005,-0.286362963,0.002939766,0.093017258,-0.003950429,0.995652320,0,nan
211,212,sequential,-0.053254344,-0.028888132,-0.283733965,-0.001963445,0.090794037,-0.002907814,0.995863511,0,nan
212,213,sequential,-0.057895841,-0.004776188,-0.233546536,0.000673478,0.073358975,-0.007182235,0.997279511,0,nan
213,214,sequential,-0.018726376,-0.007047807,-0.174704663,-0.005195337,0.062138148,-0.004501156,0.998043886,0,nan
214,215,sequential,-0.020881987,-0.009441277,-0.149106807,-0.000454650,0.049643337,-0.002792351,0.998763003,0,nan
215,216,sequential,-0.016743394,-0.009550597,-0.150612138,0.002651661,0.050409484,-0.003888864,0.998717542,0,nan
216,217,sequential,-0.016112359,-0.009370683,-0.109605402,0.002855370,0.033760227,-0.001992414,0.999423896,0,nan
217,218,sequential,-0.006661178,-0.000725245,-0.110932205,-0.001030955,0.036696017,-0.001599019,0.999324663,0,nan
218,219,sequential,-0.017541556,-0.005814587,-0.103870214,0.000267152,0.032694239,-0.000381594,0.999465292,0,nan
219,220,sequential,-0.012955713,-0.010607885,-0.105719982,0.001488562,0.033051170,-0.000959725,0.999452092,0,nan
