timestamp,success,tx,ty,tz,qx,qy,qz,qw,track_count,pnp_point_count,pnp_inlier_count,reprojection_error_mean,reprojection_error_median,pnp_rotation_step_deg,imu_rotation_step_deg,pnp_imu_rotation_error_deg,imu_rotation_consistent,imu_rejected,message,pose_source,map_point_count,map_inlier_count,local_landmark_count,map_descriptor_match_count,map_message,new_feature_count,tracking_state,reference_keyframe_id,is_keyframe,loop_candidate_count,loop_candidate_id,loop_match_count,loop_accepted,relocalized,graph_cost_before,graph_cost_after,loop_relative_scale
1750921983.266057968,1,-0.038563394,-0.009856899,-0.194425073,-0.002133625,0.067102257,-0.005438768,0.997728999,959,638,466,1.197776987,1.140455678,0.716793096,0.760516657,0.191169899,1,0,ok,map,638,466,752,0,ok,41,TRACKING,1,0,0,-1,0,0,0,nan,nan,nan
1750921983.278058052,1,-0.037823665,-0.013805434,-0.217420064,-0.001389093,0.076102859,-0.006600435,0.997077158,970,632,466,1.194624491,1.090439151,1.046115486,0.885345059,0.183235106,1,0,ok,map,632,466,752,0,ok,30,TRACKING,1,0,0,-1,0,0,0,nan,nan,nan
1750921983.290058136,1,-0.050434496,-0.010467193,-0.233681147,-0.002563485,0.081317624,-0.007246799,0.996658596,957,615,435,1.170114156,1.048555785,0.618858413,0.805014119,0.252280398,1,0,ok,map,615,435,752,0,ok,43,TRACKING,1,0,0,-1,0,0,0,nan,nan,nan
1750921983.302058220,1,-0.050343726,-0.013203676,-0.253165905,-0.002194035,0.090328712,-0.008003136,0.995877432,968,601,426,1.306929878,1.240742604,1.040949533,0.924849787,0.133069258,1,0,ok,map,601,426,752,0,ok,32,TRACKING,1,0,0,-1,0,0,0,nan,nan,nan
1750921983.314058304,1,-0.051100901,-0.007449478,-0.274957930,-0.004544149,0.098093763,-0.008968783,0.995126387,975,592,403,1.359588559,1.267208117,0.940481224,0.748599158,0.282531104,1,0,ok,map,592,403,752,0,ok,25,TRACKING,2,1,0,-1,0,0,0,nan,nan,nan
1750921983.326058388,1,-0.056022273,-0.012682918,-0.294576850,-0.003615058,0.106571792,-0.009035327,0.994257385,963,726,586,1.134393937,1.057620737,0.982419469,0.960422758,0.165217712,1,0,ok,map,726,586,901,0,ok,37,TRACKING,2,0,0,-1,0,0,0,nan,nan,nan
1750921983.338058472,1,-0.065333568,-0.011895632,-0.312851344,-0.004254011,0.112562758,-0.009568878,0.993589435,974,711,561,1.204595936,1.086170081,0.697324109,0.779642434,0.147558725,1,0,ok,map,711,561,901,0,ok,26,TRACKING,2,0,0,-1,0,0,0,nan,nan,nan
1750921983.350058556,1,-0.073484820,-0.015723190,-0.331594195,-0.004149630,0.120557866,-0.009005396,0.992656781,970,695,526,1.255979687,1.164958791,0.924721598,0.956854702,0.129343984,1,0,ok,map,695,526,901,0,ok,30,TRACKING,2,0,0,-1,0,0,0,nan,nan,nan
1750921983.362058640,1,-0.091912505,-0.015626298,-0.347891361,-0.004631167,0.124474789,-0.010298161,0.992158519,955,674,494,1.345026562,1.252237759,0.479284522,0.843371766,0.371696855,1,0,ok,map,674,494,901,0,ok,45,TRACKING,2,0,0,-1,0,0,0,nan,nan,nan
1750921983.374058723,1,-0.084492640,-0.017753571,-0.368785144,-0.004002505,0.135449646,-0.010810997,0.990717162,955,647,475,1.275674138,1.165093987,1.271834499,0.839408539,0.433043747,1,0,ok,map,647,475,901,0,ok,45,TRACKING,2,0,0,-1,0,0,0,nan,nan,nan
1750921983.386058807,1,-0.099129944,-0.023779815,-0.387970025,-0.000997353,0.141846841,-0.010324030,0.989834276,957,627,465,1.291749336,1.183285117,0.818121897,0.955832874,0.277492971,1,0,ok,map,627,465,901,0,ok,43,TRACKING,2,0,0,-1,0,0,0,nan,nan,nan
1750921983.398058891,1,-0.106953240,-0.022765942,-0.402727603,-0.000820487,0.148511396,-0.011634911,0.988841909,954,606,434,1.336674476,1.233317728,0.786860702,0.849511546,0.180424192,1,0,ok,map,606,434,901,0,ok,46,TRACKING,2,0,0,-1,0,0,0,nan,nan,nan
1750921983.410058975,1,-0.120486270,-0.028560236,-0.417864737,-0.000231997,0.153815211,-0.012291572,0.988023150,965,589,390,1.413395651,1.326131993,0.623558413,0.878236719,0.311760981,1,0,ok,map,589,390,901,0,ok,35,TRACKING,3,1,0,-1,0,0,0,nan,nan,nan
1750921983.422059059,1,-0.129748136,-0.032116547,-0.437232298,-0.001902388,0.160980133,-0.012270701,0.986879530,953,691,531,1.193022778,1.067290287,0.853186790,0.866609826,0.073634262,1,0,ok,map,691,531,1031,0,ok,47,TRACKING,3,0,0,-1,0,0,0,nan,nan,nan
1750921983.434059143,1,-0.122915939,-0.024944726,-0.465223015,-0.006480968,0.173166057,-0.013164772,0.984783328,967,671,461,1.343972940,1.261187928,1.514413702,0.938208074,0.599625908,1,0,ok,map,671,461,1031,0,ok,33,TRACKING,3,0,0,-1,0,0,0,nan,nan,nan
1750921983.446059227,1,-0.145176231,-0.031532619,-0.472040463,-0.004260470,0.176130942,-0.012553412,0.984277477,954,646,468,1.390830752,1.307067232,0.434101093,0.850237029,0.544990323,1,0,ok,map,646,468,1031,0,ok,46,TRACKING,3,0,0,-1,0,0,0,nan,nan,nan
1750921983.458059311,1,-0.158496308,-0.038158339,-0.488091635,-0.001689568,0.182536063,-0.011836267,0.983126459,962,628,421,1.341134697,1.243793804,0.806015042,0.917027413,0.327918687,1,0,ok,map,628,421,1031,0,ok,38,TRACKING,3,0,0,-1,0,0,0,nan,nan,nan
1750921983.470059395,1,-0.155154206,-0.028678673,-0.512298797,-0.004471369,0.193157910,-0.013282858,0.981067579,953,602,410,1.336076691,1.262581303,1.290847384,0.827786416,0.601916332,1,0,ok,map,602,410,1031,0,ok,47,TRACKING,3,0,0,-1,0,0,0,nan,nan,nan
1750921983.482059479,1,-0.170222923,-0.028006693,-0.525230297,-0.004994165,0.198752632,-0.014216149,0.979933850,962,586,403,1.344281642,1.248619512,0.665815347,0.904669623,0.264639780,1,0,ok,map,586,403,1031,0,ok,38,TRACKING,4,1,0,-1,0,0,0,nan,nan,nan
1750921983.494059563,1,-0.177116162,-0.026052686,-0.544441985,-0.006281193,0.206229053,-0.014930378,0.978369668,944,677,496,1.123201290,0.977958933,0.891389765,0.802953851,0.144069479,1,0,ok,map,677,496,1143,0,ok,56,TRACKING,4,0,0,-1,0,0,0,nan,nan,nan
1750921983.506059647,1,-0.191014332,-0.033660375,-0.561268406,-0.004971879,0.212769455,-0.014970416,0.976975090,951,649,500,1.257750333,1.081146017,0.780887423,0.884053403,0.281170080,1,0,ok,map,649,500,1143,0,ok,49,TRACKING,4,0,0,-1,0,0,0,nan,nan,nan
1750921983.518059731,1,-0.205493857,-0.038387332,-0.574174029,-0.003751236,0.218363921,-0.015630178,0.975735017,965,633,483,1.284146494,1.191579434,0.675615918,0.834471177,0.237128730,1,0,ok,map,633,483,1143,0,ok,35,TRACKING,4,0,0,-1,0,0,0,nan,nan,nan
1750921983.530059814,1,-0.213255886,-0.032149025,-0.593896052,-0.005412127,0.226386541,-0.016225555,0.973887352,982,626,453,1.270230032,1.142514675,0.964815711,0.858368577,0.274572712,1,0,ok,map,626,453,1143,0,ok,18,TRACKING,4,0,0,-1,0,0,0,nan,nan,nan
1750921983.542059898,1,-0.227870603,-0.039884126,-0.604536063,-0.002719594,0.231375886,-0.016714623,0.972717032,973,613,429,1.305827446,1.208105236,0.665738823,0.820831486,0.357933731,1,0,ok,map,613,429,1143,0,ok,27,TRACKING,4,0,0,-1,0,0,0,nan,nan,nan
1750921983.554059982,1,-0.227188120,-0.037002176,-0.632030032,-0.003632528,0.242301649,-0.017558809,0.970035259,979,605,423,1.255469671,1.183047003,1.297020891,0.853981988,0.493739806,1,0,ok,map,605,423,1143,0,ok,21,TRACKING,4,0,0,-1,0,0,0,nan,nan,nan
1750921983.566060066,1,-0.243650634,-0.040730036,-0.638955806,-0.003065309,0.246545887,-0.018457844,0.968950483,977,600,412,1.247908827,1.120459627,0.516556648,0.834205633,0.350250193,1,0,ok,map,600,412,1143,0,ok,23,TRACKING,4,0,0,-1,0,0,0,nan,nan,nan
1750921983.578060150,1,-0.252078969,-0.037686074,-0.658560904,-0.004156219,0.255128095,-0.019539062,0.966700887,974,593,414,1.302520502,1.191460228,0.876775673,0.809398465,0.148369174,1,0,ok,map,593,414,1143,0,ok,26,TRACKING,5,1,0,-1,0,0,0,nan,nan,nan
1750921983.590060234,1,-0.263653956,-0.038585142,-0.673309284,-0.004833770,0.261812527,-0.019645927,0.964906665,966,682,509,1.109595043,1.002730281,0.796980345,0.825426109,0.049814379,1,0,ok,map,682,509,1156,0,ok,34,TRACKING,5,0,0,-1,0,0,0,nan,nan,nan
1750921983.602060318,1,-0.275697179,-0.037952540,-0.684107900,-0.005531224,0.267315914,-0.019428126,0.963397195,976,676,477,1.210228737,1.103776429,0.659272490,0.800120614,0.143500073,1,0,ok,map,676,477,1156,0,ok,24,TRACKING,5,0,0,-1,0,0,0,nan,nan,nan
1750921983.614060402,1,-0.283136414,-0.030127922,-0.710141631,-0.008064913,0.276798067,-0.020715601,0.960670938,945,649,453,1.302287989,1.246924349,1.176570131,0.826867609,0.499805127,1,0,ok,map,649,453,1156,0,ok,55,TRACKING,5,0,0,-1,0,0,0,nan,nan,nan
1750921983.626060486,1,-0.298028938,-0.041587367,-0.721003276,-0.003281489,0.281961497,-0.021397328,0.959181474,935,605,425,1.286849764,1.163086741,0.828122438,0.823564774,0.438575730,1,0,ok,map,605,425,1156,0,ok,65,TRACKING,5,0,0,-1,0,0,0,nan,nan,nan
1750921983.638060570,1,-0.301689560,-0.040540161,-0.745084055,-0.003684594,0.292830004,-0.021966152,0.955905069,965,595,409,1.261858782,1.142547374,1.141905601,0.807280484,0.353421654,1,0,ok,map,595,409,1156,0,ok,35,TRACKING,6,1,0,-1,0,0,0,nan,nan,nan
1750921983.650060654,1,-0.318310271,-0.042856026,-0.757322174,-0.002740386,0.298123599,-0.023046455,0.954245079,972,646,462,1.055068193,0.897851744,0.656644492,0.811380322,0.175064390,1,0,ok,map,646,462,1031,0,ok,28,TRACKING,6,0,0,-1,0,0,0,nan,nan,nan
1750921983.662060738,1,-0.332682389,-0.045953844,-0.772236716,-0.003032611,0.304667533,-0.023793867,0.952156683,974,641,473,1.202270796,1.073301508,0.792495486,0.795054358,0.016761009,1,0,ok,map,641,473,1031,0,ok,26,TRACKING,6,0,0,-1,0,0,0,nan,nan,nan
1750921983.674060822,1,-0.342979310,-0.044263743,-0.791007476,-0.005541977,0.312211402,-0.024648847,0.949676662,984,630,444,1.260153904,1.138532743,0.959349597,0.834542174,0.162668395,1,0,ok,map,630,444,1031,0,ok,16,TRACKING,6,0,0,-1,0,0,0,nan,nan,nan
1750921983.686060905,1,-0.356107482,-0.051074334,-0.801922770,-0.003218147,0.317930033,-0.023556613,0.947816028,972,622,411,1.323088044,1.275866492,0.749309775,0.791653319,0.416254095,1,0,ok,map,622,411,1031,0,ok,28,TRACKING,6,0,0,-1,0,0,0,nan,nan,nan
1750921983.698060989,1,-0.366854418,-0.039425027,-0.823686327,-0.006151667,0.326721890,-0.024288026,0.944788365,969,612,391,1.355186554,1.264031247,1.120449761,0.852941344,0.596884512,1,0,ok,map,612,391,1031,0,ok,31,TRACKING,6,0,0,-1,0,0,0,nan,nan,nan
1750921983.710061073,1,-0.383809584,-0.048133076,-0.831408443,-0.002502677,0.331427146,-0.024941979,0.943147751,971,608,404,1.382777489,1.278580095,0.711704552,0.806047308,0.401674269,1,0,ok,map,608,404,1031,0,ok,29,TRACKING,6,0,0,-1,0,0,0,nan,nan,nan
1750921983.722061157,1,-0.395032770,-0.050325557,-0.847151760,-0.002448288,0.338662944,-0.026935152,0.940518960,968,593,369,1.342738234,1.214502393,0.911297158,0.798885868,0.162311599,1,0,ok,map,593,369,1031,0,ok,32,TRACKING,6,0,0,-1,0,0,0,nan,nan,nan
1750921983.734061241,1,-0.411711787,-0.047754057,-0.850014723,-0.002552144,0.343589055,-0.027007397,0.938728208,967,581,359,1.405888692,1.368822941,0.433301050,0.753820191,0.336317529,1,0,ok,map,581,359,1031,0,ok,33,TRACKING,7,1,0,-1,0,0,0,nan,nan,nan
1750921983.746061325,1,-0.423778330,-0.045063300,-0.868384982,-0.003623117,0.351228269,-0.027316236,0.935884287,871,598,439,1.211573314,1.048557385,0.942777385,0.808513805,0.221752746,1,0,ok,map,598,439,874,0,ok,129,TRACKING,7,0,0,-1,0,0,0,nan,nan,nan
1750921983.758061409,1,-0.440892113,-0.048222313,-0.877647298,-0.002109352,0.356749540,-0.026857818,0.933811530,931,588,421,1.322465170,1.239334522,0.699689162,0.812220817,0.197231019,1,0,ok,map,588,421,874,0,ok,69,TRACKING,7,0,0,-1,0,0,0,nan,nan,nan
1750921983.770061493,1,-0.453228557,-0.047002545,-0.891669125,-0.002678673,0.363178962,-0.028534587,0.931278500,970,585,409,1.315821116,1.215269725,0.817461286,0.791058445,0.138037976,1,0,ok,map,585,409,874,0,ok,30,TRACKING,7,0,0,-1,0,0,0,nan,nan,nan
1750921983.782061577,1,-0.466490659,-0.045830156,-0.901793294,-0.004350434,0.368972709,-0.029440123,0.928963666,988,585,397,1.340248043,1.203955352,0.747404915,0.772401745,0.087001699,1,0,ok,map,585,397,874,0,ok,12,TRACKING,7,0,0,-1,0,0,0,nan,nan,nan
1750921983.794061661,1,-0.480171234,-0.044884222,-0.919018037,-0.004328244,0.377504645,-0.029757021,0.925519329,973,582,380,1.314118536,1.202125281,0.878160686,0.778565774,0.152041806,1,0,ok,map,582,380,874,0,ok,27,TRACKING,8,1,0,-1,0,0,0,nan,nan,nan
1750921983.806061745,1,-0.496231531,-0.046470131,-0.930312802,-0.002560822,0.383818875,-0.030434541,0.922903165,962,690,523,1.138243658,0.999839944,0.812686280,0.844669132,0.111821969,1,0,ok,map,690,523,898,0,ok,38,TRACKING,8,0,0,-1,0,0,0,nan,nan,nan
1750921983.818061829,1,-0.509200806,-0.043562899,-0.940250800,-0.002611235,0.389895154,-0.030216347,0.920359670,973,679,482,1.184987837,1.060358220,0.755269121,0.788910194,0.113003569,1,0,ok,map,679,482,898,0,ok,27,TRACKING,8,0,0,-1,0,0,0,nan,nan,nan
1750921983.830061913,1,-0.529393887,-0.048099904,-0.955971773,-0.001744218,0.396088504,-0.030309658,0.917710292,976,670,477,1.338051568,1.262792521,0.778357590,0.730033731,0.160615709,1,0,ok,map,670,477,898,0,ok,24,TRACKING,8,0,0,-1,0,0,0,nan,nan,nan
1750921983.842061996,1,-0.544052529,-0.047671495,-0.965019703,-0.002593461,0.401800667,-0.030544084,0.915213941,970,659,478,1.333434717,1.238265211,0.721443500,0.766457477,0.049525046,1,0,ok,map,659,478,898,0,ok,30,TRACKING,8,0,0,-1,0,0,0,nan,nan,nan
1750921983.854062080,1,-0.560348191,-0.048749014,-0.979905754,-0.003352063,0.408056914,-0.031453184,0.912408360,961,651,456,1.308559868,1.198741296,0.797330360,0.727892306,0.108271250,1,0,ok,map,651,456,898,0,ok,39,TRACKING,8,0,0,-1,0,0,0,nan,nan,nan
1750921983.866062164,1,-0.573787052,-0.045707424,-0.983270002,-0.003534520,0.412854696,-0.031103430,0.910258800,904,632,443,1.284716809,1.201803236,0.604137832,0.778243758,0.181396534,1,0,ok,map,632,443,898,0,ok,96,TRACKING,8,0,0,-1,0,0,0,nan,nan,nan
1750921983.878062248,1,-0.590867988,-0.046475830,-0.996564592,-0.003721963,0.418765922,-0.032692421,0.907497909,960,627,438,1.295199246,1.158749349,0.769773105,0.722119137,0.118934848,1,0,ok,map,627,438,898,0,ok,40,TRACKING,8,0,0,-1,0,0,0,nan,nan,nan
1750921983.890062332,1,-0.608462202,-0.047336248,-1.006817770,-0.002990358,0.424314895,-0.031980562,0.904944844,964,616,423,1.332619261,1.243256142,0.709648007,0.734627342,0.102111676,1,0,ok,map,616,423,898,0,ok,36,TRACKING,8,0,0,-1,0,0,0,nan,nan,nan
1750921983.902062416,1,-0.625130554,-0.050268200,-1.019275119,-0.002080913,0.430248171,-0.031239311,0.902167549,983,612,397,1.329061202,1.226282783,0.762648197,0.736777925,0.120261424,1,0,ok,map,612,397,898,0,ok,17,TRACKING,8,0,0,-1,0,0,0,nan,nan,nan
1750921983.914062500,1,-0.642491369,-0.047395928,-1.032815462,-0.004460461,0.436277483,-0.031779670,0.899239743,965,608,384,1.414186576,1.310120103,0.817376962,0.713098146,0.184745372,1,0,ok,map,608,384,898,0,ok,35,TRACKING,8,0,0,-1,0,0,0,nan,nan,nan
1750921983.926062584,1,-0.655960128,-0.051804242,-1.037809202,-0.002044638,0.441589323,-0.032341478,0.896631874,980,599,355,1.472816843,1.441755522,0.735250983,0.783344550,0.199312217,1,0,ok,map,599,355,898,0,ok,20,TRACKING,8,0,0,-1,0,0,0,nan,nan,nan
1750921983.938062668,1,-0.672551098,-0.050709165,-1.048804322,-0.001176417,0.448321709,-0.034596289,0.893201745,977,592,346,1.449947217,1.431957155,0.727762572,0.697483206,0.030887870,1,0,ok,map,592,346,898,0,ok,23,TRACKING,9,1,0,-1,0,0,0,nan,nan,nan
1750921983.950062752,1,-0.690566805,-0.049673057,-1.060330508,-0.000597422,0.454123917,-0.035861562,0.890216299,956,745,525,1.181100745,1.047658507,0.764548333,0.748072073,0.132244596,1,0,ok,map,745,525,968,0,ok,44,TRACKING,9,0,0,-1,0,0,0,nan,nan,nan
1750921983.962062836,1,-0.708186668,-0.050269257,-1.070087480,-0.000486636,0.459587365,-0.035035313,0.887441121,975,735,503,1.258750109,1.123849791,0.708672212,0.725792933,0.044960699,1,0,ok,map,735,503,968,0,ok,25,TRACKING,9,0,0,-1,0,0,0,nan,nan,nan
1750921983.974062920,1,-0.722024486,-0.050272116,-1.075805341,-0.001255231,0.464705844,-0.034569717,0.884789149,965,716,477,1.335691795,1.205000154,0.668564856,0.731934986,0.090163103,1,0,ok,map,716,477,968,0,ok,35,TRACKING,9,0,0,-1,0,0,0,nan,nan,nan
1750921983.986063004,1,-0.742492447,-0.054914989,-1.083972257,-0.001159681,0.469481569,-0.034498867,0.882267272,961,694,437,1.352869767,1.263466333,0.619023975,0.712289702,0.196916497,1,0,ok,map,694,437,968,0,ok,39,TRACKING,9,0,0,-1,0,0,0,nan,nan,nan
1750921983.998063087,1,-0.759232224,-0.053513441,-1.090604711,-0.001561251,0.474496447,-0.035814192,0.879527162,969,680,426,1.350770045,1.275867728,0.673547307,0.701916193,0.061937218,1,0,ok,map,680,426,968,0,ok,31,TRACKING,9,0,0,-1,0,0,0,nan,nan,nan
1750921984.010063171,1,-0.778695232,-0.053001841,-1.104163327,-0.001337289,0.480537038,-0.037392853,0.876175862,951,648,424,1.413847618,1.320665825,0.812408845,0.730987930,0.172304585,1,0,ok,map,648,424,968,0,ok,49,TRACKING,9,0,0,-1,0,0,0,nan,nan,nan
1750921984.022063255,1,-0.796351362,-0.054232646,-1.111335172,0.000005605,0.485534437,-0.036470692,0.873456466,974,640,409,1.365593407,1.268294504,0.678155087,0.708482456,0.207152565,1,0,ok,map,640,409,968,0,ok,26,TRACKING,9,0,0,-1,0,0,0,nan,nan,nan
1750921984.034063339,1,-0.814438488,-0.053093362,-1.120346576,-0.000313774,0.490591504,-0.035822728,0.870652979,983,632,381,1.413911058,1.295794703,0.667739710,0.671912847,0.046728644,1,0,ok,map,632,381,968,0,ok,17,TRACKING,9,0,0,-1,0,0,0,nan,nan,nan
1750921984.046063423,1,-0.832504607,-0.052469830,-1.127758794,-0.002468842,0.496100255,-0.036369393,0.867499688,968,613,365,1.391008452,1.281237376,0.770690305,0.717393215,0.231789628,1,0,ok,map,613,365,968,0,ok,32,TRACKING,9,0,0,-1,0,0,0,nan,nan,nan
1750921984.058063507,1,-0.844339452,-0.050560574,-1.136357349,-0.004029717,0.502863432,-0.037328389,0.863550069,963,591,356,1.422480869,1.343770878,0.714610776,0.673399979,0.077718366,1,0,ok,map,591,356,968,0,ok,37,TRACKING,10,1,0,-1,0,0,0,nan,nan,nan
1750921984.070063591,1,-0.865792175,-0.046939622,-1.148137061,-0.004030984,0.508266958,-0.037780617,0.860361015,979,680,455,1.012855408,0.792503232,0.720860140,0.688610425,0.047805666,1,0,ok,map,680,455,925,0,ok,21,TRACKING,10,0,0,-1,0,0,0,nan,nan,nan
1750921984.082063675,1,-0.885168896,-0.051981847,-1.150147790,-0.002189812,0.512252823,-0.038695121,0.857959753,968,667,466,1.127740640,0.937002088,0.582948573,0.676219336,0.202079240,1,0,ok,map,667,466,925,0,ok,32,TRACKING,10,0,0,-1,0,0,0,nan,nan,nan
1750921984.094063759,1,-0.897986124,-0.051043298,-1.156022699,-0.002356011,0.517375463,-0.039219379,0.854856081,984,665,471,1.213259358,1.052919809,0.689235575,0.704153181,0.111836244,1,0,ok,map,665,471,925,0,ok,16,TRACKING,10,0,0,-1,0,0,0,nan,nan,nan
1750921984.106063843,1,-0.920425621,-0.052345652,-1.165342871,-0.001804560,0.522546141,-0.039492029,0.851693991,951,644,447,1.198872719,1.036833405,0.698099497,0.691945417,0.101909548,1,0,ok,map,644,447,925,0,ok,49,TRACKING,10,0,0,-1,0,0,0,nan,nan,nan
1750921984.118063927,1,-0.939162531,-0.049703952,-1.171896532,-0.003316931,0.527813223,-0.039694088,0.848425942,969,638,428,1.231689216,1.082007526,0.731508193,0.722228779,0.101776735,1,0,ok,map,638,428,925,0,ok,31,TRACKING,10,0,0,-1,0,0,0,nan,nan,nan
1750921984.130064011,1,-0.961056492,-0.056127150,-1.180763565,-0.002223604,0.532708666,-0.040768781,0.845313219,962,629,408,1.334089485,1.202489529,0.687595680,0.651459087,0.155297602,1,0,ok,map,629,408,925,0,ok,38,TRACKING,10,0,0,-1,0,0,0,nan,nan,nan
1750921984.142064095,1,-0.976352614,-0.055881681,-1.183114889,-0.000307366,0.537224060,-0.040741314,0.842454960,943,612,409,1.363646184,1.215617731,0.650565603,0.720562701,0.149222048,1,0,ok,map,612,409,925,0,ok,57,TRACKING,10,0,0,-1,0,0,0,nan,nan,nan
1750921984.154064178,1,-0.986421882,-0.048172524,-1.189334598,-0.002259498,0.543919819,-0.042280637,0.838068299,940,589,384,1.286043423,1.113336916,0.748768086,0.670576879,0.269745207,1,0,ok,map,589,384,925,0,ok,60,TRACKING,11,1,0,-1,0,0,0,nan,nan,nan
1750921984.166064262,1,-1.006003301,-0.049477848,-1.195875681,-0.001602188,0.549082626,-0.042409694,0.834689835,982,711,525,1.005457329,0.795815360,0.711182928,0.719082960,0.055806399,1,0,ok,map,711,525,953,0,ok,18,TRACKING,11,0,0,-1,0,0,0,nan,nan,nan
1750921984.178064346,1,-1.025306510,-0.048703097,-1.198936902,-0.001399708,0.553677567,-0.042063293,0.831666923,970,704,509,1.042926625,0.872154068,0.631944600,0.711849995,0.084483508,1,0,ok,map,704,509,953,0,ok,30,TRACKING,11,0,0,-1,0,0,0,nan,nan,nan
1750921984.190064430,1,-1.044015841,-0.051312176,-1.203488775,-0.000862363,0.558136770,-0.042914444,0.828638011,966,688,506,1.089680202,0.915742371,0.628397320,0.664960501,0.065150595,1,0,ok,map,688,506,953,0,ok,34,TRACKING,11,0,0,-1,0,0,0,nan,nan,nan
1750921984.202064514,1,-1.063705833,-0.051028736,-1.209130913,-0.001532094,0.562961228,-0.043305440,0.825346562,971,672,477,1.124765795,0.961579869,0.675123702,0.677213966,0.009815908,1,0,ok,map,672,477,953,0,ok,29,TRACKING,11,0,0,-1,0,0,0,nan,nan,nan
1750921984.214064598,1,-1.084379491,-0.050990098,-1.215657291,-0.001507432,0.567976492,-0.043087333,0.821914785,977,660,451,1.125289694,0.986338101,0.696828396,0.688004319,0.042898413,1,0,ok,map,660,451,953,0,ok,23,TRACKING,11,0,0,-1,0,0,0,nan,nan,nan
1750921984.226064682,1,-1.101406084,-0.052028164,-1.215680947,-0.001148548,0.572372242,-0.043352069,0.818846320,972,649,436,1.169486122,1.023283667,0.616424350,0.691217814,0.091364183,1,0,ok,map,649,436,953,0,ok,28,TRACKING,11,0,0,-1,0,0,0,nan,nan,nan
1750921984.238064766,1,-1.124870804,-0.049573891,-1.225905703,-0.000986264,0.577927185,-0.043500189,0.814927561,968,639,434,1.224210448,1.137507316,0.779412278,0.688166534,0.125275539,1,0,ok,map,639,434,953,0,ok,32,TRACKING,11,0,0,-1,0,0,0,nan,nan,nan
