timestamp,success,tx,ty,tz,qx,qy,qz,qw,track_count,pnp_point_count,pnp_inlier_count,reprojection_error_mean,reprojection_error_median,pnp_rotation_step_deg,imu_rotation_step_deg,pnp_imu_rotation_error_deg,imu_rotation_consistent,imu_rejected,message,pose_source,map_point_count,map_inlier_count,local_landmark_count,map_descriptor_match_count,map_message,new_feature_count
1750921983.506059647,1,-0.191017732,-0.033685749,-0.561255037,-0.004972020,0.212783972,-0.014944345,0.976972326,951,649,500,1.257750333,1.081146017,0.780887423,0.884053403,0.281170080,1,0,ok,map,649,500,1143,0,ok,49
1750921983.518059731,1,-0.205497401,-0.038413296,-0.574160282,-0.003751536,0.218378454,-0.015604125,0.975732180,965,633,483,1.284146494,1.191579434,0.675615918,0.834471177,0.237128730,1,0,ok,map,633,483,1143,0,ok,35
1750921983.530059814,1,-0.213260335,-0.032175161,-0.593882003,-0.005412649,0.226401008,-0.016199480,0.973884420,982,626,453,1.270230032,1.142514675,0.964815711,0.858368577,0.274572712,1,0,ok,map,626,453,1143,0,ok,18
1750921983.542059898,1,-0.227874977,-0.039910885,-0.604521666,-0.002720257,0.231390407,-0.016688590,0.972714023,973,613,429,1.305827446,1.208105236,0.665738823,0.820831486,0.357933731,1,0,ok,map,613,429,1143,0,ok,27
1750921983.554059982,1,-0.227193459,-0.037028592,-0.632015622,-0.003633496,0.242316112,-0.017532769,0.970032114,979,605,423,1.255469671,1.183047003,1.297020891,0.853981988,0.493739806,1,0,ok,map,605,423,1143,0,ok,21
1750921983.566060066,1,-0.243655990,-0.040757210,-0.638940948,-0.003066404,0.246560352,-0.018431816,0.968947294,977,600,412,1.247908827,1.120459627,0.516556648,0.834205633,0.350250193,1,0,ok,map,600,412,1143,0,ok,23
1750921983.578060150,1,-0.254655694,-0.038932877,-0.659177366,-0.003904272,0.253893174,-0.019078153,0.967036213,974,593,414,1.302520502,1.191460228,0.876775673,0.809398465,0.148369174,1,0,ok,map,593,414,1143,0,ok,26
1750921983.590060234,1,-0.266192111,-0.039831035,-0.673955991,-0.004584919,0.260579670,-0.019184331,0.965250836,966,682,509,1.109595043,1.002730281,0.796980345,0.825426109,0.049814379,1,0,ok,map,682,509,1156,0,ok,34
1750921983.602060318,1,-0.278208096,-0.039200569,-0.684785032,-0.005285325,0.266084640,-0.018966154,0.963748574,976,676,477,1.210228737,1.103776429,0.659272490,0.800120614,0.143500073,1,0,ok,map,676,477,1156,0,ok,24
1750921983.614060402,1,-0.285586698,-0.031364148,-0.710832464,-0.007822010,0.275569719,-0.020254740,0.961035843,945,649,453,1.302287989,1.246924349,1.176570131,0.826867609,0.499805127,1,0,ok,map,649,453,1156,0,ok,55
1750921983.626060486,1,-0.300442298,-0.042827916,-0.721740015,-0.003040249,0.280737166,-0.020929170,0.959551651,935,605,425,1.286849764,1.163086741,0.828122438,0.823564774,0.438575730,1,0,ok,map,605,425,1156,0,ok,65
1750921983.638060570,1,-0.306610082,-0.042988145,-0.746468467,-0.003149516,0.290284816,-0.021062524,0.956703286,965,595,409,1.261858782,1.142547374,1.141905601,0.807280484,0.353421654,1,0,ok,map,595,409,1156,0,ok,35
1750921983.650060654,1,-0.323161664,-0.045310593,-0.758798681,-0.002207508,0.295584304,-0.022137687,0.955057574,972,646,462,1.055068193,0.897851744,0.656644492,0.811380322,0.175064390,1,0,ok,map,646,462,1031,0,ok,28
1750921983.662060738,1,-0.337449221,-0.048407818,-0.773794371,-0.002504046,0.302134123,-0.022882678,0.952987452,974,641,473,1.202270796,1.073301508,0.792495486,0.795054358,0.016761009,1,0,ok,map,641,473,1031,0,ok,26
1750921983.674060822,1,-0.347648064,-0.046705576,-0.792617507,-0.005018445,0.309683372,-0.023740732,0.950530064,984,630,444,1.260153904,1.138532743,0.959349597,0.834542174,0.162668395,1,0,ok,map,630,444,1031,0,ok,16
1750921983.686060905,1,-0.360707621,-0.053519545,-0.803612709,-0.002703089,0.315407873,-0.022639516,0.948682254,972,622,411,1.323088044,1.275866492,0.749309775,0.791653319,0.416254095,1,0,ok,map,622,411,1031,0,ok,28
1750921983.698060989,1,-0.371355122,-0.041854437,-0.825416639,-0.005643284,0.324206169,-0.023374639,0.945680781,969,612,391,1.355186554,1.264031247,1.120449761,0.852941344,0.596884512,1,0,ok,map,612,391,1031,0,ok,31
1750921983.710061073,1,-0.388255902,-0.050576094,-0.833241928,-0.001997200,0.328918946,-0.024016629,0.944050602,971,608,404,1.382777489,1.278580095,0.711704552,0.806047308,0.401674269,1,0,ok,map,608,404,1031,0,ok,29
1750921983.722061157,1,-0.399391475,-0.052762172,-0.849048225,-0.001944691,0.336163227,-0.026006346,0.941442602,968,593,369,1.342738234,1.214502393,0.911297158,0.798885868,0.162311599,1,0,ok,map,593,369,1031,0,ok,32
1750921983.734061241,1,-0.418624204,-0.051433077,-0.852643850,-0.001691021,0.339702110,-0.025660842,0.940181439,967,581,359,1.405888692,1.368822941,0.433301050,0.753820191,0.336317529,1,0,ok,map,581,359,1031,0,ok,33
1750921983.746061325,1,-0.430542717,-0.048723634,-0.871107761,-0.002771795,0.347352373,-0.025968098,0.937370953,871,598,439,1.211573314,1.048557385,0.942777385,0.808513805,0.221752746,1,0,ok,map,598,439,874,0,ok,129
1750921983.758061409,1,-0.447572226,-0.051895538,-0.880519791,-0.001267997,0.352883232,-0.025499026,0.935318992,931,588,421,1.322465170,1.239334522,0.699689162,0.812220817,0.197231019,1,0,ok,map,588,421,874,0,ok,69
1750921983.770061493,1,-0.459793861,-0.050667833,-0.894641112,-0.001839828,0.359324531,-0.027173207,0.932815155,970,585,409,1.315821116,1.215269725,0.817461286,0.791058445,0.138037976,1,0,ok,map,585,409,874,0,ok,30
1750921983.782061577,1,-0.472973503,-0.049498533,-0.904872750,-0.003516400,0.365127228,-0.028081280,0.930527369,988,585,397,1.340248043,1.203955352,0.747404915,0.772401745,0.087001699,1,0,ok,map,585,397,874,0,ok,12
1750921983.794061661,1,-0.489074843,-0.049762852,-0.922864622,-0.003095630,0.372240510,-0.027992886,0.927708908,973,582,380,1.314118536,1.202125281,0.878160686,0.778565774,0.152041806,1,0,ok,map,582,380,874,0,ok,27
1750921983.806061745,1,-0.505000688,-0.051351113,-0.934347864,-0.001336629,0.378572950,-0.028653075,0.925126876,962,690,523,1.138243658,0.999839944,0.812686280,0.844669132,0.111821969,1,0,ok,map,690,523,898,0,ok,38
1750921983.818061829,1,-0.517862626,-0.048443092,-0.944424166,-0.001400139,0.384663259,-0.028428283,0.922618041,973,679,482,1.184987837,1.060358220,0.755269121,0.788910194,0.113003569,1,0,ok,map,679,482,898,0,ok,27
1750921983.830061913,1,-0.537862820,-0.052977966,-0.960390414,-0.000544777,0.390872912,-0.028509673,0.920002863,976,670,477,1.338051568,1.262792521,0.778357590,0.730033731,0.160615709,1,0,ok,map,670,477,898,0,ok,24
1750921983.842061996,1,-0.552417930,-0.052555924,-0.969604262,-0.001403975,0.396598590,-0.028742614,0.917540980,970,659,478,1.333434717,1.238265211,0.721443500,0.766457477,0.049525046,1,0,ok,map,659,478,898,0,ok,30
1750921983.854062080,1,-0.568539287,-0.053624414,-0.984679553,-0.002169865,0.402871347,-0.029649181,0.914773685,961,651,456,1.308559868,1.198741296,0.797330360,0.727892306,0.108271250,1,0,ok,map,651,456,898,0,ok,39
1750921983.866062164,1,-0.581946393,-0.050605120,-0.988187510,-0.002363913,0.407680543,-0.029295214,0.912651509,904,632,443,1.284716809,1.201803236,0.604137832,0.778243758,0.181396534,1,0,ok,map,632,443,898,0,ok,96
1750921983.878062248,1,-0.598871975,-0.051371762,-1.001679430,-0.002554254,0.413609875,-0.030878904,0.909926833,960,627,438,1.295199246,1.158749349,0.769773105,0.722119137,0.118934848,1,0,ok,map,627,438,898,0,ok,40
1750921983.890062332,1,-0.616345394,-0.052241832,-1.012136339,-0.001837943,0.419173105,-0.030156864,0.907403490,964,616,423,1.332619261,1.243256142,0.709648007,0.734627342,0.102111676,1,0,ok,map,616,423,898,0,ok,36
1750921983.902062416,1,-0.632862533,-0.055173763,-1.024793500,-0.000944818,0.425122089,-0.029404058,0.904657791,983,612,397,1.329061202,1.226282783,0.762648197,0.736777925,0.120261424,1,0,ok,map,612,397,898,0,ok,17
1750921983.914062500,1,-0.650074370,-0.052299636,-1.038522330,-0.003333655,0.431165968,-0.029951706,0.901769200,965,608,384,1.414186576,1.310120103,0.817376962,0.713098146,0.184745372,1,0,ok,map,608,384,898,0,ok,35
1750921983.926062584,1,-0.663473868,-0.056724825,-1.043684627,-0.000925655,0.436496612,-0.030494124,0.899188501,980,599,355,1.472816843,1.441755522,0.735250983,0.783344550,0.199312217,1,0,ok,map,599,355,898,0,ok,20
1750921983.938062668,1,-0.682500809,-0.056857991,-1.055530569,0.000448589,0.441779727,-0.032369219,0.896539294,977,592,346,1.449947217,1.431957155,0.727762572,0.697483206,0.030887870,1,0,ok,map,592,346,898,0,ok,23
1750921983.950062752,1,-0.700347024,-0.055819582,-1.067317276,0.001022241,0.447607448,-0.033621379,0.893597298,956,745,525,1.181100745,1.047658507,0.764548333,0.748072073,0.132244596,1,0,ok,map,745,525,968,0,ok,44
1750921983.962062836,1,-0.717819018,-0.056420293,-1.077336363,0.001113172,0.453089558,-0.032786007,0.890861207,975,735,503,1.258750109,1.123849791,0.708672212,0.725792933,0.044960699,1,0,ok,map,735,503,968,0,ok,25
1750921983.974062920,1,-0.731570753,-0.056435404,-1.083258246,0.000328168,0.458225385,-0.032318376,0.888248226,965,716,477,1.335691795,1.205000154,0.668564856,0.731934986,0.090163103,1,0,ok,map,716,477,968,0,ok,35
1750921983.986063004,1,-0.751902691,-0.061097638,-1.091747542,0.000410965,0.463019583,-0.032239674,0.885761424,961,694,437,1.352869767,1.263466333,0.619023975,0.712289702,0.196916497,1,0,ok,map,694,437,968,0,ok,39
1750921983.998063087,1,-0.768546472,-0.059712206,-1.098620606,0.000006089,0.468056939,-0.033550549,0.883061189,969,680,426,1.350770045,1.275867728,0.673547307,0.701916193,0.061937218,1,0,ok,map,680,426,968,0,ok,31
1750921984.010063171,1,-0.787808317,-0.059193159,-1.112463236,0.000225891,0.474125947,-0.035118687,0.879756337,951,648,424,1.413847618,1.320665825,0.812408845,0.730987930,0.172304585,1,0,ok,map,648,424,968,0,ok,49
1750921984.022063255,1,-0.805353005,-0.060440134,-1.119900855,0.001548952,0.479143102,-0.034179258,0.877069705,974,640,409,1.365593407,1.268294504,0.678155087,0.708482456,0.207152565,1,0,ok,map,640,409,968,0,ok,26
1750921984.034063339,1,-0.823308087,-0.059310000,-1.129173680,0.001211549,0.484218855,-0.033526290,0.874303506,983,632,381,1.413911058,1.295794703,0.667739710,0.671912847,0.046728644,1,0,ok,map,632,381,968,0,ok,17
1750921984.046063423,1,-0.841264357,-0.058702710,-1.136849485,-0.000954058,0.489748984,-0.034080965,0.871196597,968,613,365,1.391008452,1.281237376,0.770690305,0.717393215,0.231789628,1,0,ok,map,613,365,968,0,ok,32
1750921984.058063507,1,-0.855533836,-0.058010796,-1.146288634,-0.001936281,0.495067985,-0.034714768,0.868158295,963,591,356,1.422480869,1.343770878,0.714610776,0.673399979,0.077718366,1,0,ok,map,591,356,968,0,ok,37
1750921984.070063591,1,-0.876778611,-0.054381762,-1.158436963,-0.001950119,0.500501619,-0.035156078,0.865019292,979,680,455,1.012855408,0.792503232,0.720860140,0.688610425,0.047805666,1,0,ok,map,680,455,925,0,ok,21
1750921984.082063675,1,-0.896100933,-0.059465919,-1.160829374,-0.000113150,0.504514388,-0.036045775,0.862650521,968,667,466,1.127740640,0.937002088,0.582948573,0.676219336,0.202079240,1,0,ok,map,667,466,925,0,ok,32
1750921984.094063759,1,-0.908811603,-0.058529175,-1.166931679,-0.000290617,0.509666344,-0.036561296,0.859594907,984,665,471,1.213259358,1.052919809,0.689235575,0.704153181,0.111836244,1,0,ok,map,665,471,925,0,ok,16
1750921984.106063843,1,-0.931073692,-0.059840155,-1.176666848,0.000247004,0.514867163,-0.036818622,0.856478916,951,644,447,1.198872719,1.036833405,0.698099497,0.691945417,0.101909548,1,0,ok,map,644,447,925,0,ok,49
1750921984.118063927,1,-0.949695550,-0.057212767,-1.183546096,-0.001280182,0.520162239,-0.037024050,0.853263632,969,638,428,1.231689216,1.082007526,0.731508193,0.722228779,0.101776735,1,0,ok,map,638,428,925,0,ok,31
1750921984.130064011,1,-0.971405771,-0.063645574,-1.192847310,-0.000192870,0.525090434,-0.038079157,0.850194082,962,629,408,1.334089485,1.202489529,0.687595680,0.651459087,0.155297602,1,0,ok,map,629,408,925,0,ok,38
1750921984.142064095,1,-0.986657142,-0.063428918,-1.195475822,0.001708527,0.529634294,-0.038025379,0.847371622,943,612,409,1.363646184,1.215617731,0.650565603,0.720562701,0.149222048,1,0,ok,map,612,409,925,0,ok,57
1750921984.154064178,1,-0.999188767,-0.056934833,-1.202519701,0.000407966,0.534925111,-0.039270779,0.843986235,940,589,384,1.286043423,1.113336916,0.748768086,0.670576879,0.269745207,1,0,ok,map,589,384,925,0,ok,60
1750921984.166064262,1,-1.018619849,-0.058245137,-1.209493777,0.001047861,0.540125612,-0.039379122,0.840661947,982,711,525,1.005457329,0.795815360,0.711182928,0.719082960,0.055806399,1,0,ok,map,711,525,953,0,ok,18
1750921984.178064346,1,-1.037854096,-0.057499197,-1.212968329,0.001229800,0.544752145,-0.039018493,0.837687976,970,704,509,1.042926625,0.872154068,0.631944600,0.711849995,0.084483508,1,0,ok,map,704,509,953,0,ok,30
1750921984.190064430,1,-1.056452898,-0.060124948,-1.217943861,0.001759752,0.549247662,-0.039852183,0.834706962,966,688,506,1.089680202,0.915742371,0.628397320,0.664960501,0.065150595,1,0,ok,map,688,506,953,0,ok,34
1750921984.202064514,1,-1.076016434,-0.059853145,-1.224010494,0.001076299,0.554108028,-0.040237933,0.831471012,971,672,477,1.124765795,0.961579869,0.675123702,0.677213966,0.009815908,1,0,ok,map,672,477,953,0,ok,29
1750921984.214064598,1,-1.096543523,-0.059822476,-1.230984224,0.001079828,0.559159509,-0.040006596,0.828093564,977,660,451,1.125289694,0.986338101,0.696828396,0.688004319,0.042898413,1,0,ok,map,660,451,953,0,ok,23
1750921984.226064682,1,-1.113562657,-0.060904749,-1.231385178,0.001424908,0.563589711,-0.040256124,0.825072149,972,649,436,1.169486122,1.023283667,0.616424350,0.691217814,0.091364183,1,0,ok,map,649,436,953,0,ok,28
1750921984.238064766,1,-1.136806496,-0.058439756,-1.242100118,0.001567597,0.569187594,-0.040388257,0.821213623,968,639,434,1.224210448,1.137507316,0.779412278,0.688166534,0.125275539,1,0,ok,map,639,434,953,0,ok,32
1750921984.250064850,1,-1.151742400,-0.059174706,-1.243961239,0.001138003,0.573520448,-0.041285140,0.818149459,957,632,420,1.202775494,1.111010217,0.618706782,0.672390481,0.058840111,1,0,ok,map,632,420,953,0,ok,43
1750921984.262064934,1,-1.172200819,-0.056686722,-1.251026613,-0.000832440,0.578594462,-0.042258442,0.814519478,959,619,398,1.226957737,1.111817334,0.757973571,0.673432870,0.157075566,1,0,ok,map,619,398,953,0,ok,41
1750921984.274065018,1,-1.193544632,-0.056529851,-1.258027198,-0.000909219,0.584005260,-0.041985619,0.810662838,951,590,375,1.236515813,1.110928367,0.762106208,0.715868796,0.085094926,1,0,ok,map,590,375,953,0,ok,49
1750921984.286065102,1,-1.212151536,-0.057842931,-1.261372241,-0.000023038,0.588515201,-0.042054853,0.807391632,958,751,569,0.937075245,0.764243577,0.646509207,0.680506023,0.054113404,1,0,ok,map,751,569,1101,0,ok,42
1750921984.298065186,1,-1.231680417,-0.059402756,-1.262412212,0.000742402,0.592711715,-0.042143513,0.804311007,971,741,555,1.097364028,0.908479873,0.603047905,0.686170681,0.098460534,1,0,ok,map,741,555,1101,0,ok,29
1750921984.310065269,1,-1.257135847,-0.061456784,-1.264636924,0.000213525,0.597100343,-0.042325819,0.801049099,978,732,514,1.153785120,1.008281733,0.629869302,0.684774883,0.089892461,1,0,ok,map,732,514,1101,0,ok,22
1750921984.322065353,1,-1.276573530,-0.059023564,-1.274206045,-0.001200356,0.602954697,-0.042178247,0.796658765,976,722,498,1.149143535,1.024602040,0.854222839,0.733034414,0.163514585,1,0,ok,map,722,498,1101,1,ok,24
1750921984.334065437,1,-1.293868676,-0.062122696,-1.273268849,0.001689595,0.606776077,-0.042797597,0.793718025,980,712,474,1.226020804,1.082267839,0.648089947,0.693066946,0.264642103,1,0,ok,map,712,474,1101,0,ok,20
1750921984.346065521,1,-1.309203127,-0.057106682,-1.271642387,0.002792347,0.611073489,-0.044279765,0.790329486,963,697,470,1.221153586,1.127373794,0.661888266,0.794484507,0.217279774,1,0,ok,map,697,470,1101,0,ok,37
1750921984.358065605,1,-1.313340986,-0.044922984,-1.270421329,0.001435348,0.615452581,-0.042459759,0.787028099,971,688,427,1.177494890,1.021432765,0.680152559,0.697025573,0.317125785,1,0,ok,map,688,427,1101,1,ok,29
1750921984.370065689,1,-1.345055854,-0.056380801,-1.271451765,0.002760247,0.619854115,-0.042562896,0.783557054,950,664,419,1.288522008,1.196143677,0.660148238,0.740516210,0.301138241,1,0,ok,map,664,419,1101,0,ok,50
1750921984.382065773,1,-1.368172665,-0.062175082,-1.276474981,0.002409098,0.624669183,-0.043319965,0.779683262,982,661,410,1.322124295,1.274781225,0.714593323,0.705977561,0.139230417,1,0,ok,map,661,410,1101,0,ok,18
1750921984.394065857,1,-1.387886850,-0.060070383,-1.276196267,0.001303896,0.628964288,-0.043738468,0.776201759,970,648,394,1.372297483,1.293743449,0.647878116,0.696087444,0.064435549,1,0,ok,map,648,394,1101,0,ok,30
1750921984.406065941,1,-1.402191110,-0.055720679,-1.284068292,0.000157798,0.634850718,-0.043857784,0.771389030,951,631,395,1.329439969,1.308333032,0.881241705,0.736535275,0.189885450,1,0,ok,map,631,395,1101,0,ok,49
1750921984.418066025,1,-1.422209296,-0.052497704,-1.277788216,0.002003893,0.638654723,-0.043955432,0.768234371,948,614,380,1.401551803,1.416789669,0.604626599,0.754447379,0.167802444,1,0,ok,map,614,380,1101,0,ok,52
1750921984.430066109,1,-1.448595033,-0.051597558,-1.287205448,0.003010251,0.644490399,-0.045500587,0.763251440,955,605,353,1.441496837,1.382248250,0.904368479,0.764019723,0.189187028,1,0,ok,map,605,353,1101,0,ok,45
1750921984.442066193,1,-1.448523559,-0.044908039,-1.285766758,0.000105410,0.649121701,-0.045209594,0.759339910,971,599,346,1.410297804,1.351249566,0.771023042,0.724328147,0.303123905,1,0,ok,map,599,346,1101,1,ok,29
1750921984.454066277,1,-1.473767645,-0.048563241,-1.290296765,-0.000101401,0.654132852,-0.045978924,0.754980887,983,786,556,1.041122393,0.870285108,0.766544048,0.728582639,0.167153375,1,0,ok,map,786,556,1176,0,ok,17
1750921984.466066360,1,-1.490151566,-0.046409180,-1.287515024,0.000339797,0.658552295,-0.045536970,0.751155871,977,777,554,1.128307425,0.997815053,0.673582975,0.752593418,0.105737491,1,0,ok,map,777,554,1176,1,ok,23
1750921984.478066444,1,-1.517026551,-0.048290990,-1.283205737,0.002223391,0.662493966,-0.045618174,0.747673581,984,771,514,1.219367176,1.089685870,0.640255316,0.761826761,0.222533000,1,0,ok,map,771,514,1176,0,ok,16
1750921984.490066528,1,-1.537619844,-0.050144140,-1.291829244,0.001173078,0.668409906,-0.047714068,0.742260189,974,762,498,1.218552037,1.078073321,0.957367672,0.733827686,0.234893349,1,0,ok,map,762,498,1176,1,ok,26
1750921984.502066612,1,-1.557260736,-0.049941303,-1.289723912,0.000907168,0.673103651,-0.048094211,0.737982113,957,740,502,1.242719534,1.125657174,0.729692999,0.764616201,0.037868387,1,0,ok,map,740,502,1176,0,ok,43
1750921984.514066696,1,-1.566141855,-0.043155326,-1.285270647,-0.000772949,0.677621148,-0.047602263,0.733868521,977,728,516,1.235008242,1.125010195,0.728304541,0.773372131,0.192788967,1,0,ok,map,728,516,1176,1,ok,23
1750921984.526066780,1,-1.582172442,-0.042004963,-1.285221104,-0.000465133,0.682508947,-0.047738127,0.729316387,966,719,492,1.274436608,1.164934305,0.766358585,0.780524959,0.031140540,1,0,ok,map,719,492,1176,0,ok,34
1750921984.538066864,1,-1.602490855,-0.043458671,-1.282888644,0.001100966,0.686970127,-0.048214004,0.725083610,959,714,464,1.283416394,1.155730754,0.729236351,0.763770909,0.141549954,1,0,ok,map,714,464,1176,0,ok,41
