timestamp_prev,timestamp_curr,imu_time_prev,imu_time_curr,pnp_rotation_deg,imu_rotation_deg,pnp_imu_error_deg
1750921986.499996901,1750921986.599997044,1750921986.498017550,1750921986.598017693,6.724572662,6.665468508,0.891103301
1750921986.599997044,1750921986.699996948,1750921986.598017693,1750921986.698017597,6.276241264,6.621185996,0.634935060
1750921986.699996948,1750921986.799997091,1750921986.698017597,1750921986.798017740,6.490652668,6.772850025,0.545954622
1750921986.799997091,1750921986.899996996,1750921986.798017740,1750921986.898017645,6.975197837,6.875620310,0.319536722
1750921986.899996996,1750921986.999995947,1750921986.898017645,1750921986.998016596,6.331755041,6.749892945,0.574159895
1750921986.999995947,1750921987.099996090,1750921986.998016596,1750921987.098016739,6.626950344,6.640084139,0.301422114
1750921987.099996090,1750921987.199995995,1750921987.098016739,1750921987.198016644,6.632985214,6.630230606,0.474392553
1750921987.199995995,1750921987.299995899,1750921987.198016644,1750921987.298016548,6.528671082,6.745151907,0.431698153
1750921987.299995899,1750921987.399996042,1750921987.298016548,1750921987.398016691,7.225613166,6.747724336,1.080331341
1750921987.399996042,1750921987.499995947,1750921987.398016691,1750921987.498016596,7.290952169,6.928659258,0.580513935
1750921987.499995947,1750921987.599996090,1750921987.498016596,1750921987.598016739,6.545746141,6.983436514,1.011472590
1750921987.599996090,1750921987.699995995,1750921987.598016739,1750921987.698016644,6.854052838,6.866912266,0.298815981
1750921987.699995995,1750921987.799995899,1750921987.698016644,1750921987.798016548,7.373465843,6.867555187,0.630177642
1750921987.799995899,1750921987.899996042,1750921987.798016548,1750921987.898016691,6.495237499,6.557214580,0.552214664
1750921987.899996042,1750921987.999994993,1750921987.898016691,1750921987.998015642,6.805401959,6.523559700,0.456341373
1750921987.999994993,1750921988.099994898,1750921987.998015642,1750921988.098015547,6.702396398,6.571342223,0.357499292
1750921988.099994898,1750921988.199995041,1750921988.098015547,1750921988.198015690,6.706824077,6.540790454,0.355584034
1750921988.199995041,1750921988.299994946,1750921988.198015690,1750921988.298015594,7.050282883,6.593506729,0.834016236
1750921988.299994946,1750921988.399995089,1750921988.298015594,1750921988.398015738,6.697818486,6.641057703,0.736169647
1750921988.399995089,1750921988.499994993,1750921988.398015738,1750921988.498015642,6.018462635,6.482179827,1.168321649
1750921988.499994993,1750921988.599994898,1750921988.498015642,1750921988.598015547,6.727878286,6.460461319,2.139108714
1750921988.599994898,1750921988.699995041,1750921988.598015547,1750921988.698015690,7.897386004,7.659152587,1.347409980
1750921988.699995041,1750921988.799994946,1750921988.698015690,1750921988.798015594,7.299076946,7.404928458,0.265860814
1750921988.799994946,1750921988.899995089,1750921988.798015594,1750921988.898015738,8.249285847,7.331820588,1.234795936
1750921988.899995089,1750921988.999994993,1750921988.898015738,1750921988.998015642,7.512473589,7.093203104,0.612596619
1750921988.999994993,1750921989.099993944,1750921988.998015642,1750921989.098014593,6.820547133,6.439220195,0.958019786
1750921989.099993944,1750921989.199994087,1750921989.098014593,1750921989.198014736,7.084711903,6.566627189,0.524612924
1750921989.199994087,1750921989.299993992,1750921989.198014736,1750921989.298014641,7.055918116,6.334823323,0.795088671
1750921989.299993992,1750921989.399993896,1750921989.298014641,1750921989.398014545,6.572893676,6.545308402,0.457018311
1750921989.399993896,1750921989.499994040,1750921989.398014545,1750921989.498014688,6.946977260,6.611074505,0.436776303
1750921989.499994040,1750921989.599993944,1750921989.498014688,1750921989.598014593,6.760213830,6.506959245,0.635544340
1750921989.599993944,1750921989.699994087,1750921989.598014593,1750921989.698014736,6.220533923,6.599401533,0.417379322
1750921989.699994087,1750921989.799993992,1750921989.698014736,1750921989.798014641,6.555437992,6.507552767,0.326404634
1750921989.799993992,1750921989.899993896,1750921989.798014641,1750921989.898014545,6.728670820,6.552703346,0.549738932
1750921989.899993896,1750921989.999994040,1750921989.898014545,1750921989.998014688,6.864993881,6.954592229,0.744194552
1750921989.999994040,1750921990.099992990,1750921989.998014688,1750921990.098013639,7.466326733,7.019032589,0.841741663
1750921990.099992990,1750921990.199992895,1750921990.098013639,1750921990.198013544,7.286085304,6.722296972,0.782210667
1750921990.199992895,1750921990.299993038,1750921990.198013544,1750921990.298013687,6.759404963,6.514078259,0.263133368
1750921990.299993038,1750921990.399992943,1750921990.298013687,1750921990.398013592,7.424922323,5.968259995,1.460323907
1750921990.399992943,1750921990.499993086,1750921990.398013592,1750921990.498013735,6.833377393,5.826064406,1.082242877
1750921990.499993086,1750921990.599992990,1750921990.498013735,1750921990.598013639,5.485235887,5.707868840,0.479966431
1750921990.599992990,1750921990.699992895,1750921990.598013639,1750921990.698013544,5.934177378,5.853965433,0.447267589
1750921990.699992895,1750921990.799993038,1750921990.698013544,1750921990.798013687,5.814848221,5.750663155,0.457735997
1750921990.799993038,1750921990.899992943,1750921990.798013687,1750921990.898013592,5.143916861,5.526580028,0.598378811
1750921990.899992943,1750921990.999993086,1750921990.898013592,1750921990.998013735,5.744306733,5.701242112,0.375886576
1750921990.999993086,1750921991.099992990,1750921990.998013735,1750921991.098013639,5.820207782,5.760228316,0.279522048
1750921991.099992990,1750921991.199991941,1750921991.098013639,1750921991.198012590,5.470905070,5.852324509,0.606492279
1750921991.199991941,1750921991.299992085,1750921991.198012590,1750921991.298012733,6.485088242,6.218944262,0.417386237
1750921991.299992085,1750921991.399991989,1750921991.298012733,1750921991.398012638,6.878121903,6.471401227,1.906704036
1750921991.399991989,1750921991.499991894,1750921991.398012638,1750921991.498012543,7.369496755,6.731086280,2.003994661
1750921991.499991894,1750921991.599992037,1750921991.498012543,1750921991.598012686,9.726795096,6.819814533,3.521177196
1750921991.599992037,1750921991.699991941,1750921991.598012686,1750921991.698012590,8.429368629,6.759578202,2.254236638
1750921991.699991941,1750921991.799992085,1750921991.698012590,1750921991.798012733,6.828787640,6.911372128,0.624613296
1750921991.799992085,1750921991.899991989,1750921991.798012733,1750921991.898012638,7.323865330,6.684357695,0.827255832
1750921991.899991989,1750921991.999991894,1750921991.898012638,1750921991.998012543,7.225049032,6.594292847,0.839922465
1750921991.999991894,1750921992.099992037,1750921991.998012543,1750921992.098012686,6.176629822,6.563619984,0.892809877
1750921992.099992037,1750921992.199990988,1750921992.098012686,1750921992.198011637,6.615217141,6.687592738,0.524151273
1750921992.199990988,1750921992.299990892,1750921992.198011637,1750921992.298011541,6.738347335,6.703100996,0.190986395
1750921992.299990892,1750921992.399991035,1750921992.298011541,1750921992.398011684,6.262092658,6.750247185,0.637435972
1750921992.399991035,1750921992.499990940,1750921992.398011684,1750921992.498011589,6.626926504,6.643814435,0.127361133
1750921992.499990940,1750921992.599991083,1750921992.498011589,1750921992.598011732,6.419725374,6.600183197,0.541020462
1750921992.599991083,1750921992.699990988,1750921992.598011732,1750921992.698011637,6.398592596,6.773027827,0.425849376
1750921992.699990988,1750921992.799990892,1750921992.698011637,1750921992.798011541,6.614617968,6.694348935,0.127617641
1750921992.799990892,1750921992.899991035,1750921992.798011541,1750921992.898011684,6.901563103,6.670096663,0.375967819
1750921992.899991035,1750921992.999990940,1750921992.898011684,1750921992.998011589,6.686993125,6.635780772,0.397358744
1750921992.999990940,1750921993.099991083,1750921992.998011589,1750921993.098011732,7.130458819,6.734337551,0.453327194
1750921993.099991083,1750921993.199990988,1750921993.098011732,1750921993.198011637,6.852220259,6.824038079,0.588321255
1750921993.199990988,1750921993.299989939,1750921993.198011637,1750921993.298010588,5.871844847,6.700176498,0.875288323
1750921993.299989939,1750921993.399990082,1750921993.298010588,1750921993.398010731,6.959929680,6.928837146,0.268622190
1750921993.399990082,1750921993.499989986,1750921993.398010731,1750921993.498010635,6.986676889,6.521767814,0.474015600
1750921993.499989986,1750921993.599989891,1750921993.498010635,1750921993.598010540,6.306396715,6.530705168,0.283255723
1750921993.599989891,1750921993.699990034,1750921993.598010540,1750921993.698010683,7.099491134,6.576923824,0.792068854
1750921993.699990034,1750921993.799989939,1750921993.698010683,1750921993.798010588,6.935222235,6.624600470,0.498697710
1750921993.799989939,1750921993.899990082,1750921993.798010588,1750921993.898010731,6.543946572,6.691417120,0.205217141
1750921993.899990082,1750921993.999989986,1750921993.898010731,1750921993.998010635,6.728155503,6.661005251,0.487834649
1750921993.999989986,1750921994.099989891,1750921993.998010635,1750921994.098010540,7.129964852,6.526133901,1.824847140
1750921994.099989891,1750921994.199990034,1750921994.098010540,1750921994.198010683,6.917727915,6.650207862,0.781104578
1750921994.199990034,1750921994.299988985,1750921994.198010683,1750921994.298009634,7.239788308,6.599057256,0.994743454
1750921994.299988985,1750921994.399988890,1750921994.298009634,1750921994.398009539,6.984008834,6.689236766,0.432366400
1750921994.399988890,1750921994.499989033,1750921994.398009539,1750921994.498009682,6.624520355,6.746026657,0.559994289
1750921994.499989033,1750921994.599988937,1750921994.498009682,1750921994.598009586,7.160282522,6.698348114,0.672635598
1750921994.599988937,1750921994.699989080,1750921994.598009586,1750921994.698009729,7.039054389,6.617115896,0.537291004
1750921994.699989080,1750921994.799988985,1750921994.698009729,1750921994.798009634,6.137498653,6.528328567,0.584436289
1750921994.799988985,1750921994.899988890,1750921994.798009634,1750921994.898009539,6.987801779,6.475215776,0.611832170
1750921994.899988890,1750921994.999989033,1750921994.898009539,1750921994.998009682,6.424528550,6.276086038,0.177257541
1750921994.999989033,1750921995.099988937,1750921994.998009682,1750921995.098009586,5.974224598,6.119754946,0.210801547
1750921995.099988937,1750921995.199989080,1750921995.098009586,1750921995.198009729,6.184254761,5.992583271,0.222296353
1750921995.199989080,1750921995.299988985,1750921995.198009729,1750921995.298009634,6.032320914,6.007848627,0.631070400
1750921995.299988985,1750921995.399987936,1750921995.298009634,1750921995.398008585,5.925458086,6.063573456,0.503399790
1750921995.399987936,1750921995.499988079,1750921995.398008585,1750921995.498008728,6.584938858,6.155315348,0.627731231
1750921995.499988079,1750921995.599987984,1750921995.498008728,1750921995.598008633,6.726563005,6.312789216,1.153652060
1750921995.599987984,1750921995.699987888,1750921995.598008633,1750921995.698008537,6.628122031,6.574474776,0.890006126
1750921995.699987888,1750921995.799988031,1750921995.698008537,1750921995.798008680,7.594280225,6.617879403,1.069058527
1750921995.799988031,1750921995.899987936,1750921995.798008680,1750921995.898008585,8.130001940,6.809438511,1.429712110
1750921995.899987936,1750921995.999988079,1750921995.898008585,1750921995.998008728,7.039662127,7.090493528,0.438907015
1750921995.999988079,1750921996.099987984,1750921995.998008728,1750921996.098008633,7.381958343,7.250665184,0.187671621
1750921996.099987984,1750921996.199987888,1750921996.098008633,1750921996.198008537,7.532768924,7.438135820,0.182593404
1750921996.199987888,1750921996.299988031,1750921996.198008537,1750921996.298008680,7.236238214,7.440893099,0.540105123
1750921996.299988031,1750921996.399986982,1750921996.298008680,1750921996.398007631,7.410370203,7.500335088,0.355493850
1750921996.399986982,1750921996.499986887,1750921996.398007631,1750921996.498007536,7.090453670,7.197161960,0.486381497
1750921996.499986887,1750921996.599987030,1750921996.498007536,1750921996.598007679,6.248663673,6.742706375,0.528717600
1750921996.599987030,1750921996.699986935,1750921996.598007679,1750921996.698007584,7.020254685,6.599847452,0.831447113
1750921996.699986935,1750921996.799987078,1750921996.698007584,1750921996.798007727,6.982481650,6.570456334,0.875771715
1750921996.799987078,1750921996.899986982,1750921996.798007727,1750921996.898007631,8.123661516,6.489908378,2.575928041
1750921996.899986982,1750921996.999986887,1750921996.898007631,1750921996.998007536,9.083690244,6.591008702,2.761155189
1750921996.999986887,1750921997.099987030,1750921996.998007536,1750921997.098007679,7.397493052,6.558521329,1.337638869
1750921997.099987030,1750921997.199986935,1750921997.098007679,1750921997.198007584,6.777751211,6.564692039,0.676631281
1750921997.199986935,1750921997.299987078,1750921997.198007584,1750921997.298007727,6.972941790,6.603744568,0.513685216
1750921997.299987078,1750921997.399986982,1750921997.298007727,1750921997.398007631,7.030539678,6.600118903,0.828125433
1750921997.399986982,1750921997.499985933,1750921997.398007631,1750921997.498006582,6.516999329,6.660618557,0.502526921
1750921997.499985933,1750921997.599986076,1750921997.498006582,1750921997.598006725,6.819861231,6.912919377,0.587294961
1750921997.599986076,1750921997.699985981,1750921997.598006725,1750921997.698006630,6.915789137,6.953192025,0.316339778
1750921997.699985981,1750921997.799985886,1750921997.698006630,1750921997.798006535,6.686765160,7.019232082,0.358360248
1750921997.799985886,1750921997.899986029,1750921997.798006535,1750921997.898006678,7.052420034,7.047168881,0.471494302
1750921997.899986029,1750921997.999985933,1750921997.898006678,1750921997.998006582,6.983164760,7.008628867,0.295555182
1750921997.999985933,1750921998.099986076,1750921997.998006582,1750921998.098006725,6.268784468,6.842101169,0.631296148
1750921998.099986076,1750921998.199985981,1750921998.098006725,1750921998.198006630,7.042981459,6.931437679,0.248369686
1750921998.199985981,1750921998.299985886,1750921998.198006630,1750921998.298006535,7.288179276,7.080221948,0.368956902
1750921998.299985886,1750921998.399986029,1750921998.298006535,1750921998.398006678,6.733738296,6.924111337,0.479073955
1750921998.399986029,1750921998.499984980,1750921998.398006678,1750921998.498005629,7.380377316,6.861071793,0.802278540
1750921998.499984980,1750921998.599984884,1750921998.498005629,1750921998.598005533,6.895392464,6.972747689,0.394283813
1750921998.599984884,1750921998.699985027,1750921998.598005533,1750921998.698005676,6.604497406,6.943002627,0.380371864
1750921998.699985027,1750921998.799984932,1750921998.698005676,1750921998.798005581,7.060014627,6.841333079,0.229934593
1750921998.799984932,1750921998.899985075,1750921998.798005581,1750921998.898005724,7.109277509,6.832805090,0.317869554
1750921998.899985075,1750921998.999984980,1750921998.898005724,1750921998.998005629,6.616153726,6.610604444,0.316124887
1750921998.999984980,1750921999.099984884,1750921998.998005629,1750921999.098005533,6.702859629,6.474181408,0.300315773
1750921999.099984884,1750921999.199985027,1750921999.098005533,1750921999.198005676,6.563343001,6.514075409,0.641337737
1750921999.199985027,1750921999.299984932,1750921999.198005676,1750921999.298005581,6.353314436,6.602378367,0.466110420
1750921999.299984932,1750921999.399985075,1750921999.298005581,1750921999.398005724,6.595352069,6.655538849,0.880815558
1750921999.399985075,1750921999.499984980,1750921999.398005724,1750921999.498005629,7.146360506,6.599233642,2.174511364
1750921999.499984980,1750921999.599983931,1750921999.498005629,1750921999.598004580,7.556135368,6.688806333,2.630865109
1750921999.599983931,1750921999.699984074,1750921999.598004580,1750921999.698004723,6.960320038,6.810555121,1.025041981
1750921999.699984074,1750921999.799983978,1750921999.698004723,1750921999.798004627,6.869896694,6.695815020,0.558912983
1750921999.799983978,1750921999.899983883,1750921999.798004627,1750921999.898004532,6.679941412,6.761899626,1.039314858
1750921999.899983883,1750921999.999984026,1750921999.898004532,1750921999.998004675,6.932593925,6.531194541,0.981086646
1750921999.999984026,1750922000.099983931,1750921999.998004675,1750922000.098004580,7.973929707,6.625552545,1.440591331
1750922000.099983931,1750922000.199984074,1750922000.098004580,1750922000.198004723,6.326706234,6.711121777,0.703297834
1750922000.199984074,1750922000.299983978,1750922000.198004723,1750922000.298004627,6.719933292,6.581346998,0.494210266
1750922000.299983978,1750922000.399983883,1750922000.298004627,1750922000.398004532,6.769111231,6.702261118,1.053667080
1750922000.399983883,1750922000.499984026,1750922000.398004532,1750922000.498004675,6.538593892,6.751780162,0.407099353
1750922000.499984026,1750922000.599982977,1750922000.498004675,1750922000.598003626,6.658786357,6.610065987,0.368693887
1750922000.599982977,1750922000.699982882,1750922000.598003626,1750922000.698003531,6.589875097,6.444524011,0.464919145
1750922000.699982882,1750922000.799983025,1750922000.698003531,1750922000.798003674,6.357762871,6.553110476,0.541153443
1750922000.799983025,1750922000.899982929,1750922000.798003674,1750922000.898003578,6.992427231,6.632610545,0.860015339
1750922000.899982929,1750922000.999983072,1750922000.898003578,1750922000.998003721,7.096268770,6.692109428,0.895839611
1750922000.999983072,1750922001.099982977,1750922000.998003721,1750922001.098003626,7.190101231,6.938933085,0.403507946
1750922001.099982977,1750922001.199982882,1750922001.098003626,1750922001.198003531,7.008619544,6.682068633,0.431777036
1750922001.199982882,1750922001.299983025,1750922001.198003531,1750922001.298003674,7.088441660,6.679423971,0.625760517
1750922001.299983025,1750922001.399982929,1750922001.298003674,1750922001.398003578,6.789322012,6.918253621,0.271167520
1750922001.399982929,1750922001.499983072,1750922001.398003578,1750922001.498003721,7.020188819,6.858575190,0.279911169
1750922001.499983072,1750922001.599982977,1750922001.498003721,1750922001.598003626,6.871341722,6.860066893,0.570361844
1750922001.599982977,1750922001.699981928,1750922001.598003626,1750922001.698002577,6.399519782,6.703722902,0.417536641
1750922001.699981928,1750922001.799982071,1750922001.698002577,1750922001.798002720,6.730883152,6.626963361,0.823080406
1750922001.799982071,1750922001.899981976,1750922001.798002720,1750922001.898002625,6.617604604,6.685905955,0.505172436
1750922001.899981976,1750922001.999982119,1750922001.898002625,1750922001.998002768,6.853131978,6.767409572,0.896582743
1750922001.999982119,1750922002.099982023,1750922001.998002768,1750922002.098002672,7.053841197,6.589094126,0.924345694
1750922002.099982023,1750922002.199981928,1750922002.098002672,1750922002.198002577,6.815389442,6.589365543,1.313754662
1750922002.199981928,1750922002.299982071,1750922002.198002577,1750922002.298002720,6.982971973,6.397829043,2.200479303
1750922002.299982071,1750922002.399981976,1750922002.298002720,1750922002.398002625,7.453233593,6.504200981,2.363992134
1750922002.399981976,1750922002.499982119,1750922002.398002625,1750922002.498002768,6.694321107,6.416569346,1.729102163
1750922002.499982119,1750922002.599982023,1750922002.498002768,1750922002.598002672,8.103082826,6.567935367,1.540988373
1750922002.599982023,1750922002.699980974,1750922002.598002672,1750922002.698001623,8.234038371,6.746038128,1.546312533
1750922002.699980974,1750922002.799981117,1750922002.698001623,1750922002.798001766,6.980045990,6.746965570,0.432161176
1750922002.799981117,1750922002.899981022,1750922002.798001766,1750922002.898001671,6.475603157,6.676615078,0.639168849
1750922002.899981022,1750922002.999980927,1750922002.898001671,1750922002.998001575,6.728641798,6.848164258,0.534006675
1750922002.999980927,1750922003.099981070,1750922002.998001575,1750922003.098001719,6.594577205,6.815948182,0.349912653
1750922003.099981070,1750922003.199980974,1750922003.098001719,1750922003.198001623,6.390629778,6.889905748,0.565452723
1750922003.199980974,1750922003.299981117,1750922003.198001623,1750922003.298001766,6.809289242,6.883267731,0.463261520
1750922003.299981117,1750922003.399981022,1750922003.298001766,1750922003.398001671,6.598960790,6.685278676,0.172442264
1750922003.399981022,1750922003.499980927,1750922003.398001671,1750922003.498001575,6.209476459,6.612025671,0.560537328
1750922003.499980927,1750922003.599981070,1750922003.498001575,1750922003.598001719,6.708866636,6.610337530,0.116291002
1750922003.599981070,1750922003.699980021,1750922003.598001719,1750922003.698000669,7.291210189,6.763781030,1.100660062
1750922003.699980021,1750922003.799979925,1750922003.698000669,1750922003.798000574,6.589450588,6.622426311,0.792057311
1750922003.799979925,1750922003.899980068,1750922003.798000574,1750922003.898000717,6.875234438,6.828048150,0.156665580
1750922003.899980068,1750922003.999979973,1750922003.898000717,1750922003.998000622,7.024588341,6.928212405,0.241080910
1750922003.999979973,1750922004.099980116,1750922003.998000622,1750922004.098000765,6.465808621,6.846809770,0.430010869
1750922004.099980116,1750922004.199980021,1750922004.098000765,1750922004.198000669,6.897291081,6.824807213,0.498282947
1750922004.199980021,1750922004.299979925,1750922004.198000669,1750922004.298000574,7.405267360,6.576503281,1.117479805
1750922004.299979925,1750922004.399980068,1750922004.298000574,1750922004.398000717,6.196077292,6.493297579,0.441733099
1750922004.399980068,1750922004.499979973,1750922004.398000717,1750922004.498000622,6.817604812,6.428078545,0.647469556
1750922004.499979973,1750922004.599980116,1750922004.498000622,1750922004.598000765,7.015002967,6.578356073,0.544380914
1750922004.599980116,1750922004.699980021,1750922004.598000765,1750922004.698000669,6.224035404,6.672858671,1.015325646
1750922004.699980021,1750922004.799978971,1750922004.698000669,1750922004.797999620,6.603016148,6.637976619,0.615712122
1750922004.799978971,1750922004.899979115,1750922004.797999620,1750922004.897999763,6.954654908,6.626267020,2.150776600
1750922004.899979115,1750922004.999979019,1750922004.897999763,1750922004.997999668,7.019970491,6.767978796,1.789506328
1750922004.999979019,1750922005.099978924,1750922004.997999668,1750922005.097999573,7.491391141,6.883812187,1.183098843
1750922005.099978924,1750922005.199979067,1750922005.097999573,1750922005.197999716,7.980182409,7.376045645,1.113396846
1750922005.199979067,1750922005.299978971,1750922005.197999716,1750922005.297999620,6.882749807,7.138778059,0.654743995
1750922005.299978971,1750922005.399979115,1750922005.297999620,1750922005.397999763,7.676291344,6.924153276,0.780810538
1750922005.399979115,1750922005.499979019,1750922005.397999763,1750922005.497999668,7.415156189,6.671206545,0.921396761
1750922005.499979019,1750922005.599978924,1750922005.497999668,1750922005.597999573,6.598101125,6.430224443,0.344117049
1750922005.599978924,1750922005.699979067,1750922005.597999573,1750922005.697999716,7.226814288,6.527026635,0.887208746
1750922005.699979067,1750922005.799978018,1750922005.697999716,1750922005.797998667,6.602018767,6.548371502,0.290640040
1750922005.799978018,1750922005.899977922,1750922005.797998667,1750922005.897998571,6.201814734,6.485242752,0.440374885
1750922005.899977922,1750922005.999978065,1750922005.897998571,1750922005.997998714,6.419833715,6.406197190,0.251410512
1750922005.999978065,1750922006.099977970,1750922005.997998714,1750922006.097998619,6.562208847,6.429211215,0.297057274
1750922006.099977970,1750922006.199978113,1750922006.097998619,1750922006.197998762,6.254833683,6.530533845,0.536600425
1750922006.199978113,1750922006.299978018,1750922006.197998762,1750922006.297998667,6.860933388,6.817649842,0.842459567
1750922006.299978018,1750922006.399977922,1750922006.297998667,1750922006.397998571,7.261290069,6.836611706,0.925584385
1750922006.399977922,1750922006.499978065,1750922006.397998571,1750922006.497998714,6.549179398,6.642882546,0.530959734
1750922006.499978065,1750922006.599977970,1750922006.497998714,1750922006.597998619,7.244135250,6.601376121,0.657521413
1750922006.599977970,1750922006.699978113,1750922006.597998619,1750922006.697998762,8.100440031,6.672954849,1.474742632
1750922006.699978113,1750922006.799978018,1750922006.697998762,1750922006.797998667,6.775987212,6.958120700,0.320564060
1750922006.799978018,1750922006.899976969,1750922006.797998667,1750922006.897997618,6.961789864,6.841805246,0.191520541
1750922006.899976969,1750922006.999977112,1750922006.897997618,1750922006.997997761,6.938520150,6.837346129,0.495140811
1750922006.999977112,1750922007.099977016,1750922006.997997761,1750922007.097997665,6.527403800,6.844124680,0.638172285
1750922007.099977016,1750922007.199976921,1750922007.097997665,1750922007.197997570,6.563561196,6.618944140,0.512159622
1750922007.199976921,1750922007.299977064,1750922007.197997570,1750922007.297997713,6.537679193,6.550080807,0.323214479
1750922007.299977064,1750922007.399976969,1750922007.297997713,1750922007.397997618,6.384025086,6.525428736,0.853055214
1750922007.399976969,1750922007.499977112,1750922007.397997618,1750922007.497997761,6.307394885,6.279718600,0.730773188
1750922007.499977112,1750922007.599977016,1750922007.497997761,1750922007.597997665,6.604840201,6.293721684,1.233321542
1750922007.599977016,1750922007.699976921,1750922007.597997665,1750922007.697997570,7.686136091,6.545367291,1.621377836
1750922007.699976921,1750922007.799977064,1750922007.697997570,1750922007.797997713,8.108178771,6.670551542,2.045821067
1750922007.799977064,1750922007.899976015,1750922007.797997713,1750922007.897996664,6.931894470,6.758527274,0.619945102
1750922007.899976015,1750922007.999975920,1750922007.897996664,1750922007.997996569,7.075059411,6.709764673,0.525377768
1750922007.999975920,1750922008.099976063,1750922007.997996569,1750922008.097996712,7.643273255,6.914580114,0.867121519
1750922008.099976063,1750922008.199975967,1750922008.097996712,1750922008.197996616,7.450283648,6.712016724,0.969691540
1750922008.199975967,1750922008.299976110,1750922008.197996616,1750922008.297996759,6.506919699,6.756871809,0.634817887
1750922008.299976110,1750922008.399976015,1750922008.297996759,1750922008.397996664,6.686718938,6.745504525,0.443684477
1750922008.399976015,1750922008.499975920,1750922008.397996664,1750922008.497996569,6.859387164,6.900413055,0.258110190
1750922008.499975920,1750922008.599976063,1750922008.497996569,1750922008.597996712,6.343707790,6.871221494,0.566312260
1750922008.599976063,1750922008.699975967,1750922008.597996712,1750922008.697996616,6.741338904,6.891012681,0.387365871
1750922008.699975967,1750922008.799976110,1750922008.697996616,1750922008.797996759,6.724128005,6.902481261,0.354459795
