source_id,target_id,type,tx,ty,tz,qx,qy,qz,qw,inlier_count,reprojection_error_median
40,41,sequential,-0.001500540,-0.010923336,-0.002201007,0.001610089,-0.000899272,0.003988657,0.999990345,0,nan
41,42,sequential,0.008129171,-0.010759575,0.029733172,0.005242652,-0.006399414,0.012838329,0.999883363,0,nan
42,43,sequential,-0.008590627,-0.017529399,-0.003119394,0.001032318,-0.001428065,0.004632162,0.999987719,0,nan
43,44,sequential,-0.002065228,-0.034738700,0.000858504,-0.001401949,-0.003285108,0.005966875,0.999975819,0,nan
44,45,sequential,-0.000764532,-0.007749662,0.030529469,0.006656454,-0.000384255,-0.002139152,0.999975484,0,nan
45,46,sequential,-0.001634884,0.003222949,0.025821512,0.004215521,0.001088782,-0.006828766,0.999967205,0,nan
46,47,sequential,0.002040918,0.006233864,0.017919001,0.005835598,0.000142797,-0.004253058,0.999973918,0,nan
47,48,sequential,-0.000803777,0.012502215,0.014020326,0.004552139,0.000582040,-0.000735349,0.999989199,0,nan
48,49,sequential,0.011007565,-0.032002831,0.014251943,-0.000315541,-0.000456337,-0.001528720,0.999998678,0,nan
49,50,sequential,0.009942986,-0.021498244,-0.007856410,0.001557229,-0.001197730,-0.000926263,0.999997641,0,nan
50,51,sequential,-0.004379853,-0.029081533,0.010939005,-0.000066356,0.000877954,-0.000885493,0.999999220,0,nan
51,52,sequential,0.003632065,-0.003254488,0.021108911,0.004420860,-0.000449650,0.001126342,0.999989493,0,nan
52,53,sequential,0.001037806,-0.025152142,0.008575769,-0.000174479,-0.000129176,0.000159247,0.999999964,0,nan
53,54,sequential,-0.007812267,-0.029605064,0.003060636,-0.000062806,0.000501521,0.000702999,0.999999625,0,nan
54,55,sequential,0.003421822,-0.025762755,0.009292661,0.005987001,-0.000721442,0.000006917,0.999981817,0,nan
55,56,sequential,-0.001375221,-0.032487075,0.011939315,0.018738586,-0.000485361,-0.000413887,0.999824214,0,nan
56,57,sequential,-0.000284766,-0.027289451,0.011924649,0.017678988,-0.000765719,0.000796613,0.999843104,0,nan
57,58,sequential,-0.003798534,-0.026404830,0.010448938,0.011906674,-0.000311268,0.001681339,0.999927651,0,nan
58,59,sequential,-0.002871207,-0.016914096,0.009352762,0.005671345,-0.001142105,0.005135577,0.999970078,0,nan
59,60,sequential,-0.004796242,-0.026019674,-0.001858987,-0.006373291,-0.000820270,0.003731451,0.999972392,0,nan
60,61,sequential,0.005222395,-0.011645024,0.006368516,-0.004211974,-0.000200877,-0.000890680,0.999990713,0,nan
61,62,sequential,-0.001716531,-0.011568404,0.019605319,-0.004627000,0.001381059,-0.002430547,0.999985388,0,nan
62,63,sequential,-0.002116824,-0.015573760,-0.014046624,-0.008560666,0.000068778,-0.001832697,0.999961675,0,nan
63,64,sequential,0.012988870,-0.045371758,-0.023862647,-0.024577824,-0.000803438,-0.004973449,0.999685225,0,nan
64,65,sequential,-0.004946196,-0.015714758,-0.015736753,-0.006950372,0.000427788,-0.000930520,0.999975321,0,nan
65,66,sequential,-0.009366335,-0.022570204,-0.031665460,-0.002369537,0.000102213,0.002658805,0.999993653,0,nan
66,67,sequential,-0.003433122,-0.014482345,-0.007715200,-0.000766979,0.000783257,-0.001512135,0.999998256,0,nan
67,68,sequential,-0.024994382,-0.015511269,0.037931692,-0.000570758,0.004340984,0.001817903,0.999988763,0,nan
68,69,sequential,-0.007975028,-0.016870953,-0.015331713,-0.008510331,-0.001849573,0.008427869,0.999926559,0,nan
69,70,sequential,-0.005201143,-0.015608297,-0.012289416,-0.006250530,-0.001721372,0.005316055,0.999964853,0,nan
70,71,sequential,-0.017197041,-0.021040812,-0.029115754,-0.007575998,-0.000864839,0.006273197,0.999951250,0,nan
71,72,sequential,0.001640147,-0.013189848,0.003918326,-0.003055167,-0.000113028,0.004013433,0.999987273,0,nan
72,73,sequential,0.008771065,-0.009393100,-0.003159269,0.001036093,-0.000952649,0.000059911,0.999999008,0,nan
73,74,sequential,0.000779994,-0.010880547,-0.002907209,0.002743550,0.001778591,-0.005626431,0.999978826,0,nan
74,75,sequential,-0.004079641,-0.016926490,0.018382117,-0.000169953,0.003836147,-0.007254496,0.999966313,0,nan
75,76,sequential,-0.001597738,-0.027234344,0.001559335,0.000969189,0.002886515,-0.005410444,0.999980728,0,nan
76,77,sequential,0.009324935,-0.018356619,-0.000079023,0.000938946,0.000312920,-0.001948271,0.999997612,0,nan
77,78,sequential,0.006595836,-0.023463810,-0.001863291,0.001158622,0.000728647,-0.002096080,0.999996867,0,nan
78,79,sequential,-0.000644477,-0.024696067,0.004658023,0.003960542,0.000863877,-0.000802720,0.999991462,0,nan
79,80,sequential,0.011634386,-0.150254585,0.036442405,-0.001135859,0.000767815,0.000986550,0.999998574,0,nan
80,81,sequential,0.004105563,-0.226960280,0.115055303,0.010548504,-0.002476100,0.000354746,0.999941234,0,nan
81,82,sequential,0.317792622,-0.291199149,0.507229781,0.009493233,-0.014678611,-0.007448629,0.999819451,0,nan
82,83,sequential,0.297092907,-0.107474298,0.309684060,-0.001784606,0.010923085,0.002306204,0.999936089,0,nan
83,84,sequential,0.195212688,-0.103113780,0.510705474,0.001246093,-0.032936023,-0.007474912,0.999428732,0,nan
84,85,sequential,0.081942572,-0.093857261,0.295090346,0.006678490,0.007568690,-0.014370961,0.999845782,0,nan
85,86,sequential,-0.046543340,-0.200329696,0.572567196,0.041179152,-0.073526126,-0.024124003,0.996150701,0,nan
86,87,sequential,-0.376583346,0.039321903,-0.041197432,-0.025203902,-0.072421319,-0.017755812,0.996897511,0,nan
87,88,sequential,-0.550571351,-0.171554589,-0.130543789,-0.011963724,-0.007681876,-0.025721275,0.999568044,0,nan
88,89,sequential,-0.361000468,-0.081913584,-0.035808214,0.026530203,0.029214564,0.079692281,0.996038050,0,nan
89,90,sequential,0.056918547,-0.093846100,-0.594162036,-0.063689760,0.055465467,-0.022825380,0.996165748,0,nan
90,91,sequential,0.941142516,-0.149889140,0.602159302,0.040563138,0.002966293,0.007947536,0.999140966,0,nan
91,92,sequential,0.558300176,0.013521526,0.740203211,0.004396539,-0.085075873,-0.021988017,0.996122128,0,nan
92,93,sequential,0.212980350,-0.013116057,0.252219408,0.007739696,-0.041310309,-0.076436498,0.996188244,0,nan
93,94,sequential,-0.168526643,-0.050630367,0.233754724,-0.003619954,-0.064654739,0.047809492,0.996755192,0,nan
94,95,sequential,-0.040633823,-0.027768414,0.041364029,0.008198481,-0.007714961,-0.002650130,0.999933118,0,nan
95,96,sequential,-0.162589974,-0.126617576,0.044910002,0.012993220,-0.007090286,0.000091406,0.999890442,0,nan
96,97,sequential,-0.034554327,-0.027893338,0.006750143,0.003593406,-0.000376296,-0.000373901,0.999993403,0,nan
97,98,sequential,-0.253937443,-0.221331134,-0.198850831,0.033786939,-0.004851595,0.003866853,0.999409802,0,nan
98,99,sequential,-0.223908896,0.127951598,-0.577970753,-0.087622546,-0.001356077,-0.003080378,0.996148062,0,nan
99,100,sequential,-0.331412922,0.199211784,-0.342023681,0.029693359,-0.052945390,-0.010123814,0.998104503,0,nan
100,101,sequential,-0.336469729,0.138364288,-0.469039734,-0.012501109,-0.042493128,-0.013007407,0.998933864,0,nan
101,102,sequential,-0.040409690,0.016682205,-0.013109560,0.000255154,-0.013654016,0.034552116,0.999309589,0,nan
102,103,sequential,-0.017307633,-0.262494261,-0.159553002,0.009628902,0.087177457,-0.000163352,0.996146249,0,nan
103,104,sequential,-0.332568847,0.321705004,0.096173213,-0.000694149,-0.020297165,-0.000815803,0.999793418,0,nan
104,105,sequential,-0.500609064,-0.014374090,0.113876267,0.003250236,-0.016529471,-0.003743185,0.999851089,0,nan
105,106,sequential,-0.262664181,0.207470755,0.639165810,0.014187458,-0.012289827,0.035952607,0.999177205,0,nan
106,107,sequential,-0.043243061,0.025369699,0.010649515,-0.000224541,-0.000090002,0.002854269,0.999995897,0,nan
107,108,sequential,-0.022431107,0.010642045,0.003596850,0.003784597,0.000372782,-0.000439070,0.999992673,0,nan
108,109,sequential,-0.019588602,0.010823755,0.005619919,0.002414630,-0.000284097,0.005281222,0.999983099,0,nan
109,110,sequential,-0.089109478,0.023990763,0.007243897,-0.011161123,0.003054440,-0.002695520,0.999929414,0,nan
110,111,sequential,-0.074869944,0.018225749,0.006357545,0.060128045,-0.000236915,-0.003866496,0.998183156,0,nan
111,112,sequential,-0.178153970,0.028978189,-0.377593513,-0.066095206,0.055664253,0.013548066,0.996167338,0,nan
112,113,sequential,0.008843251,0.188203477,-0.134355271,0.005316229,0.057371721,0.065461945,0.996190221,0,nan
113,114,sequential,0.333269532,0.199741237,0.019807708,0.000098645,0.045445889,-0.040347580,0.998151659,0,nan
114,115,sequential,0.022919850,0.015697247,0.006303144,0.000740192,0.002357850,0.000077767,0.999996943,0,nan
115,116,sequential,0.022689056,0.012269002,-0.000060391,-0.000565656,0.001991459,0.000513666,0.999997725,0,nan
116,117,sequential,0.059751296,0.022928854,0.019162650,0.018638480,0.003624228,0.001937150,0.999817843,0,nan
117,118,sequential,0.292241969,0.121394697,-0.202513049,-0.025904954,-0.000734053,0.001267720,0.999663337,0,nan
118,119,sequential,0.012474418,0.008872168,-0.015639729,-0.000407865,0.000074494,0.000137981,0.999999905,0,nan
119,120,sequential,0.014809154,0.011732573,-0.005445960,0.000317579,-0.000394096,-0.001499635,0.999998747,0,nan
120,121,sequential,0.008266423,0.008330052,-0.019015580,0.000123210,0.000716822,-0.000239667,0.999999707,0,nan
121,122,sequential,0.023178192,0.007838844,-0.040043464,-0.000453300,-0.000610619,-0.004853421,0.999987933,0,nan
122,123,sequential,-0.004462010,-0.002048337,-0.045408667,-0.001778038,0.004869012,0.000306103,0.999986519,0,nan
123,124,sequential,0.001076774,0.009432468,-0.044187031,-0.000401774,0.003707398,-0.000634891,0.999992845,0,nan
124,125,sequential,0.014410545,0.011968749,-0.038424444,-0.000349405,0.001623030,-0.003706459,0.999991753,0,nan
125,126,sequential,0.002634017,0.021656524,-0.057742205,0.000809148,0.003963835,-0.001616352,0.999990510,0,nan
126,127,sequential,0.011037588,0.009613491,-0.002331596,0.002645871,0.003288449,-0.005274857,0.999977180,0,nan
127,128,sequential,0.016680530,0.005825020,-0.006250318,0.005286498,0.002860041,-0.005316303,0.999967804,0,nan
128,129,sequential,0.013029153,0.010838007,-0.011747968,0.008220515,0.004156628,-0.006054766,0.999939241,0,nan
129,130,sequential,0.008759381,0.011078230,-0.007371801,0.005824394,0.003467356,-0.001492742,0.999975913,0,nan
130,131,sequential,0.005176739,-0.000083823,-0.017568395,0.000451875,0.003306680,0.000762645,0.999994140,0,nan
131,132,sequential,-0.010108223,0.019241504,-0.003937032,0.001133068,0.003745100,0.002117604,0.999990103,0,nan
132,133,sequential,0.002106746,0.016495481,-0.021043124,-0.005016317,0.003129742,0.006830444,0.999959192,0,nan
133,134,sequential,0.010403900,0.003459996,-0.024577353,-0.007933566,0.000582745,0.008760687,0.999929982,0,nan
134,135,sequential,-0.003776975,0.018965522,-0.027455584,-0.002450027,0.003989193,0.006707197,0.999966548,0,nan
135,136,sequential,-0.000413756,0.007921102,-0.013708252,-0.001548284,0.003627451,0.001552987,0.999991016,0,nan
136,137,sequential,0.006737311,0.004260718,-0.015715994,-0.002321383,0.002103225,0.004158147,0.999986449,0,nan
137,138,sequential,-0.004060163,0.011807186,-0.009345597,0.000644236,0.004550588,0.000896288,0.999989037,0,nan
138,139,sequential,-0.000342992,0.002376788,0.007648050,-0.000094021,0.002649842,0.001767404,0.999994923,0,nan
139,140,sequential,0.009359195,0.002786671,-0.038548758,-0.000386183,0.002796140,-0.000288955,0.999995974,0,nan
140,141,sequential,0.009928106,0.001346093,-0.020568487,-0.001694429,0.001459455,0.003274828,0.999992137,0,nan
141,142,sequential,0.009984316,0.009133243,-0.035245711,0.000115148,0.002574344,0.001262203,0.999995883,0,nan
142,143,sequential,0.003755173,-0.002228375,-0.032552071,-0.001943854,0.003353439,0.001717168,0.999991014,0,nan
143,144,sequential,0.016613084,0.007571267,-0.057728473,-0.000755720,0.002551330,0.000070588,0.999996457,0,nan
144,145,sequential,0.008458921,0.011439028,-0.046716892,-0.001410446,0.003584857,0.000270370,0.999992543,0,nan
145,146,sequential,0.005966024,0.005064543,-0.015954655,0.000173688,0.002477065,0.000389796,0.999996841,0,nan
146,147,sequential,0.006955964,0.005731593,-0.025150647,0.000362809,0.002848361,-0.000169170,0.999995863,0,nan
147,148,sequential,0.010798857,0.013864959,-0.044006627,-0.001264596,0.003063968,-0.000027436,0.999994506,0,nan
148,149,sequential,0.008121060,0.011766813,-0.020117398,0.000733995,0.002138453,-0.000749576,0.999997163,0,nan
149,150,sequential,0.003906196,-0.000847238,-0.009857400,0.001107507,0.001690747,0.000542229,0.999997810,0,nan
150,151,sequential,0.012266793,0.007037920,-0.045298494,0.001616890,0.002299449,-0.002427403,0.999993103,0,nan
151,152,sequential,0.006564325,0.001436254,-0.007628024,0.001170049,0.000467820,0.000293214,0.999999163,0,nan
152,153,sequential,0.006413139,-0.002211472,-0.032637159,0.004455187,0.001455789,-0.002534209,0.999985805,0,nan
153,154,sequential,0.035844715,-0.000026028,0.005761781,0.002842191,-0.002242743,0.001191351,0.999992736,0,nan
154,155,sequential,-0.008819137,0.017134128,-0.005868698,0.001803748,0.002174197,0.001921754,0.999994163,0,nan
155,156,sequential,0.009580187,0.003938284,-0.016970275,0.000586349,0.000373648,-0.002385952,0.999996912,0,nan
156,157,sequential,0.026290019,0.015781166,-0.029701892,0.001037802,-0.000007710,0.000350585,0.999999400,0,nan
157,158,sequential,0.014612981,-0.011939271,-0.040509040,-0.003031399,0.001244985,-0.007053859,0.999969751,0,nan
158,159,sequential,0.012012265,-0.032452952,-0.051365520,-0.005214886,0.002125361,-0.003703047,0.999977287,0,nan
159,160,sequential,0.013643967,-0.002530547,-0.046148277,-0.003699337,0.003052627,-0.003736809,0.999981516,0,nan
160,161,sequential,0.031540663,-0.011482244,-0.068431263,-0.004975627,0.003725085,-0.010219790,0.999928459,0,nan
161,162,sequential,0.022798150,-0.000038693,-0.060443304,0.003701916,0.005790905,-0.018287513,0.999809146,0,nan
162,163,sequential,0.024973258,-0.004139814,-0.040595170,-0.000085582,0.003984029,-0.009590894,0.999946066,0,nan
163,164,sequential,0.011235292,-0.019237988,-0.038716186,-0.007433826,0.004296051,-0.005140266,0.999949929,0,nan
164,165,sequential,-0.000182088,0.022226551,0.003797485,-0.000847639,0.003256371,-0.000646259,0.999994130,0,nan
165,166,sequential,0.004401217,0.019215204,-0.018536358,-0.000459868,0.003486801,0.000062471,0.999993813,0,nan
166,167,sequential,-0.004354278,0.027475714,-0.008795638,-0.006165462,0.001385424,0.012616135,0.999900445,0,nan
167,168,sequential,0.003224926,0.010632333,-0.008538324,-0.008943600,0.001714798,0.005831997,0.999941528,0,nan
168,169,sequential,0.003085090,0.017691436,-0.015782791,-0.003502139,0.002127647,0.003159642,0.999986612,0,nan
169,170,sequential,0.001655519,0.015644734,-0.013350623,-0.003840323,0.002753875,0.002860631,0.999984742,0,nan
170,171,sequential,0.001526648,0.031408223,-0.004349186,0.001538495,0.003210172,0.001555104,0.999992455,0,nan
171,172,sequential,0.018115200,-0.038866519,-0.051484471,-0.010269785,0.001888738,-0.002310663,0.999942811,0,nan
172,173,sequential,-0.006193857,0.020947222,0.008432963,0.001290196,0.002967302,-0.005562885,0.999979292,0,nan
173,174,sequential,0.004076360,0.019716454,-0.011307004,-0.000454635,0.004128385,-0.008948343,0.999951337,0,nan
174,175,sequential,0.001426777,0.020156127,-0.020540118,-0.001185436,0.004254293,-0.003939613,0.999982487,0,nan
175,176,sequential,-0.000336564,-0.003400590,-0.006989100,-0.004544614,0.002676479,0.000814642,0.999985760,0,nan
176,177,sequential,-0.000877767,0.021388271,-0.013889249,-0.002530361,0.000371083,0.010098616,0.999945737,0,nan
177,178,sequential,-0.000880268,0.031574477,-0.005394673,0.000843949,0.001026122,0.006220426,0.999979770,0,nan
178,179,sequential,0.000769921,0.018068608,-0.013066479,-0.002803714,0.002851001,0.003246754,0.999986735,0,nan
179,180,sequential,0.005596459,0.011652418,-0.036433559,-0.006993356,0.002954027,0.003909573,0.999963540,0,nan
180,181,sequential,-0.001569303,0.000506045,-0.028238087,-0.005069154,0.002465886,0.002648641,0.999980604,0,nan
181,182,sequential,0.003549807,0.006783081,-0.020660654,0.008325880,0.007175212,-0.013986160,0.999841779,0,nan
182,183,sequential,-0.003502588,0.003674054,-0.005742865,0.008761838,0.005890696,-0.006662252,0.999922069,0,nan
183,184,sequential,-0.001425906,0.015098103,-0.008259745,-0.003145139,-0.000972437,0.011549031,0.999927889,0,nan
184,185,sequential,0.009093753,0.011033191,-0.033459217,-0.003360703,-0.003432493,0.010096943,0.999937486,0,nan
185,186,sequential,0.007521809,0.011444499,-0.020709910,-0.002175745,-0.001918248,-0.000071010,0.999995791,0,nan
186,187,sequential,-0.006768194,-0.000697972,-0.006512983,-0.003477409,0.000468264,0.000618792,0.999993653,0,nan
187,188,sequential,-0.015894522,0.007437407,0.023528049,0.001952577,-0.003457743,0.005499201,0.999976995,0,nan
188,189,sequential,0.006530634,0.022805877,-0.007403164,0.004165226,-0.005629338,0.009991829,0.999925560,0,nan
189,190,sequential,0.010783053,0.026954235,-0.004052322,0.006240371,-0.005579641,0.001693431,0.999963528,0,nan
190,191,sequential,0.017371654,-0.001775022,0.009983833,-0.001132329,-0.002010118,0.001071904,0.999996764,0,nan
191,192,sequential,0.003626411,-0.000774122,0.007968646,0.002666846,-0.005735007,0.016025906,0.999851573,0,nan
192,193,sequential,0.009543340,-0.003430095,0.026009345,0.000670872,-0.014665411,0.038468629,0.999151961,0,nan
193,194,sequential,0.002629474,-0.001398984,-0.017276437,-0.000403737,-0.003022180,0.003537658,0.999989094,0,nan
194,195,sequential,0.010356659,-0.002632259,-0.021660692,-0.001802457,0.004765486,-0.022809128,0.999726855,0,nan
195,196,sequential,0.003142532,0.003364022,-0.012697030,-0.001392469,0.003970945,-0.016305554,0.999858201,0,nan
196,197,sequential,0.005860944,0.000291335,-0.035126322,-0.000869002,0.002638825,-0.009026481,0.999955401,0,nan
197,198,sequential,-0.001379439,0.008698275,-0.057201264,-0.001176849,0.003730633,-0.004469111,0.999982362,0,nan
198,199,sequential,0.003655172,-0.006209489,-0.000780320,-0.000695132,0.003838983,-0.004642928,0.999981611,0,nan
199,200,sequential,-0.000456480,0.013507543,-0.034336338,0.000822813,0.004863250,-0.005272685,0.999973935,0,nan
200,201,sequential,-0.010834824,-0.005537619,-0.015910410,0.000142898,0.002016882,-0.001974673,0.999996006,0,nan
201,202,sequential,-0.000035916,-0.000922251,-0.004081527,-0.000561870,0.002219209,-0.002418052,0.999994456,0,nan
202,203,sequential,-0.004558354,0.000444656,0.012132806,0.001163691,0.002220001,-0.004930883,0.999984702,0,nan
203,204,sequential,-0.023065691,-0.015150026,0.023353331,-0.001113495,0.002922566,0.001406420,0.999994120,0,nan
204,205,sequential,0.004314226,-0.014032047,-0.002738935,-0.004462669,0.000171930,0.000727909,0.999989763,0,nan
205,206,sequential,-0.017192150,-0.017865461,-0.000477296,-0.003850853,0.001777468,0.006843152,0.999967591,0,nan
206,207,sequential,0.002925609,-0.021679961,-0.009864299,-0.007276821,0.002141185,-0.000848796,0.999970871,0,nan
207,208,sequential,-0.009310921,-0.039767521,-0.028818761,-0.010212437,0.004762236,-0.005168902,0.999923152,0,nan
208,209,sequential,-0.000425114,-0.034370711,-0.059773816,-0.009280434,0.002754219,-0.003111864,0.999948301,0,nan
209,210,sequential,-0.006254644,-0.049228709,-0.017228498,-0.012188646,0.003622890,-0.010454656,0.999864497,0,nan
210,211,sequential,-0.002759942,-0.064122064,-0.004527220,-0.013774805,0.001502165,-0.005249318,0.999890215,0,nan
211,212,sequential,0.010864562,-0.092153475,-0.053675734,-0.025297036,-0.004798563,0.000386000,0.999668387,0,nan
212,213,sequential,0.019494790,-0.057473812,-0.026668979,-0.010437758,-0.004427046,-0.002087786,0.999933546,0,nan
213,214,sequential,-0.000264451,-0.006769410,0.025099775,-0.000150441,0.000810950,0.001024329,0.999999135,0,nan
214,215,sequential,-0.015830384,-0.022466280,0.057830131,0.005245092,-0.002054017,0.015411611,0.999865367,0,nan
215,216,sequential,-0.018187999,0.000356733,0.072321090,0.005354093,-0.003368287,0.011555448,0.999913226,0,nan
216,217,sequential,-0.003231912,-0.004619804,0.061036045,0.000765488,-0.003156847,-0.001470474,0.999993643,0,nan
217,218,sequential,0.005405073,-0.007206167,0.035912419,-0.000672523,-0.004304038,-0.003488284,0.999984427,0,nan
218,219,sequential,0.003238932,0.001073381,-0.043592347,-0.003272566,-0.006619092,-0.011135945,0.999910730,0,nan
219,220,sequential,0.001789311,0.002610688,-0.088514762,-0.008055992,-0.010256477,-0.009085833,0.999873669,0,nan
220,221,sequential,-0.001107471,0.001357959,0.003949933,0.001027316,0.001728155,0.000353984,0.999997916,0,nan
221,222,sequential,-0.001034717,-0.001014131,-0.011848727,-0.001618668,0.000436482,0.003366676,0.999992927,0,nan
222,223,sequential,0.003572900,0.007807023,-0.035589390,-0.000750609,-0.002026222,0.000142126,0.999997655,0,nan
223,224,sequential,0.010165942,0.000903023,-0.001757019,-0.001008488,0.000168571,-0.001725514,0.999997989,0,nan
224,225,sequential,-0.011069062,-0.003753299,0.005694872,-0.002181256,-0.000087983,-0.000928122,0.999997186,0,nan
225,226,sequential,0.003434112,0.008067911,-0.031231976,-0.001176867,-0.000344982,-0.003985900,0.999991304,0,nan
226,227,sequential,0.014255967,0.001946800,-0.024385592,-0.002244235,-0.000480067,0.001548168,0.999996168,0,nan
227,228,sequential,0.006217219,-0.009289897,0.020544210,-0.002107684,-0.001273576,-0.002112934,0.999994736,0,nan
228,229,sequential,0.006238046,0.001341681,-0.004550988,0.000053566,-0.001184322,-0.000189461,0.999999279,0,nan
229,230,sequential,-0.016428574,-0.002081884,-0.018648802,0.001130973,0.001541093,-0.001076690,0.999997593,0,nan
230,231,sequential,-0.012935169,0.009289224,-0.011468139,0.000456461,0.000687371,-0.001280084,0.999998840,0,nan
231,232,sequential,0.024945187,-0.008345869,-0.008837181,-0.000947010,-0.001703602,-0.000322299,0.999998049,0,nan
