timestamp,success,tx,ty,tz,qx,qy,qz,qw,track_count,pnp_point_count,pnp_inlier_count,reprojection_error_mean,reprojection_error_median,pnp_rotation_step_deg,imu_rotation_step_deg,pnp_imu_rotation_error_deg,imu_rotation_consistent,imu_rejected,message,pose_source,map_point_count,map_inlier_count,local_landmark_count,map_descriptor_match_count,map_message,new_feature_count,tracking_state,reference_keyframe_id,is_keyframe,loop_candidate_count,loop_candidate_id,loop_match_count,loop_accepted,relocalized,graph_cost_before,graph_cost_after
0.354005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,173,17,7,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 7,none,0,0,17,0,not enough map correspondences,827,LOST,0,0,0,-1,0,0,0,nan,nan
0.366005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,195,18,6,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 6,none,0,0,17,0,not enough map correspondences,805,LOST,0,0,0,-1,0,0,0,nan,nan
0.378005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,189,22,9,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 9,none,0,0,17,0,not enough map correspondences,811,LOST,0,0,0,-1,0,0,0,nan,nan
0.390005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,187,15,10,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 10,none,0,0,17,0,not enough map correspondences,813,LOST,0,0,0,-1,0,0,0,nan,nan
0.402005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,181,15,9,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 9,none,1,0,17,1,not enough map correspondences,819,LOST,0,0,0,-1,0,0,0,nan,nan
0.414005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,229,27,9,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 9,none,0,0,17,0,not enough map correspondences,771,LOST,0,0,0,-1,0,0,0,nan,nan
0.426005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,203,16,8,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 8,none,0,0,17,0,not enough map correspondences,797,LOST,0,0,0,-1,0,0,0,nan,nan
0.438005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,190,19,9,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 9,none,0,0,17,0,not enough map correspondences,810,LOST,0,0,0,-1,0,0,0,nan,nan
0.450005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,207,25,12,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 12,none,0,0,17,0,not enough map correspondences,793,LOST,0,0,0,-1,0,0,0,nan,nan
0.462005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,210,19,8,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 8,none,0,0,17,0,not enough map correspondences,790,LOST,0,0,0,-1,0,0,0,nan,nan
0.474005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,211,17,9,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 9,none,0,0,17,0,not enough map correspondences,789,LOST,0,0,0,-1,0,0,0,nan,nan
0.486005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,232,20,8,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 8,none,0,0,17,0,not enough map correspondences,768,LOST,0,0,0,-1,0,0,0,nan,nan
0.498005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,209,25,11,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 11,none,0,0,17,0,not enough map correspondences,791,LOST,0,0,0,-1,0,0,0,nan,nan
0.510005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,246,27,13,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 13,none,0,0,17,0,not enough map correspondences,754,LOST,0,0,0,-1,0,0,0,nan,nan
0.522005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,200,16,9,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 9,none,0,0,17,0,not enough map correspondences,800,LOST,0,0,0,-1,0,0,0,nan,nan
0.534005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,220,19,13,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 13,none,0,0,17,0,not enough map correspondences,780,LOST,0,0,0,-1,0,0,0,nan,nan
0.546005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,223,18,10,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 10,none,0,0,17,0,not enough map correspondences,777,LOST,0,0,0,-1,0,0,0,nan,nan
0.558005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,223,24,10,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 10,none,0,0,17,0,not enough map correspondences,777,LOST,0,0,0,-1,0,0,0,nan,nan
0.570005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,196,26,13,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 13,none,0,0,17,0,not enough map correspondences,804,LOST,0,0,0,-1,0,0,0,nan,nan
0.582005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,220,22,8,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 8,none,0,0,17,0,not enough map correspondences,780,LOST,0,0,0,-1,0,0,0,nan,nan
0.594005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,207,30,16,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 16,none,0,0,17,0,not enough map correspondences,793,LOST,0,0,0,-1,0,0,0,nan,nan
0.606005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,174,26,12,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 12,none,0,0,17,0,not enough map correspondences,826,LOST,0,0,0,-1,0,0,0,nan,nan
0.618005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,179,17,9,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 9,none,0,0,17,0,not enough map correspondences,821,LOST,0,0,0,-1,0,0,0,nan,nan
0.630005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,211,24,11,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 11,none,0,0,17,0,not enough map correspondences,789,LOST,0,0,0,-1,0,0,0,nan,nan
0.642005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,209,22,7,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 7,none,0,0,17,0,not enough map correspondences,791,LOST,0,0,0,-1,0,0,0,nan,nan
0.654005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,216,39,17,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 17,none,0,0,17,0,not enough map correspondences,784,LOST,0,0,0,-1,0,0,0,nan,nan
0.666005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,203,14,0,nan,nan,nan,nan,nan,0,0,not enough PnP correspondences,none,0,0,17,0,not enough map correspondences,797,LOST,0,0,0,-1,0,0,0,nan,nan
0.678005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,191,20,13,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 13,none,0,0,17,0,not enough map correspondences,809,LOST,0,0,0,-1,0,0,0,nan,nan
0.690005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,203,12,0,nan,nan,nan,nan,nan,0,0,not enough PnP correspondences,none,0,0,17,0,not enough map correspondences,797,LOST,0,0,0,-1,0,0,0,nan,nan
0.702005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,172,18,9,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 9,none,0,0,17,0,not enough map correspondences,828,LOST,0,0,0,-1,0,0,0,nan,nan
0.714005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,198,26,14,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 14,none,0,0,17,0,not enough map correspondences,802,LOST,0,0,0,-1,0,0,0,nan,nan
0.726005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,196,28,11,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 11,none,0,0,17,0,not enough map correspondences,804,LOST,0,0,0,-1,0,0,0,nan,nan
0.738005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,188,15,7,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 7,none,0,0,17,0,not enough map correspondences,812,LOST,0,0,0,-1,0,0,0,nan,nan
0.750005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,194,10,0,nan,nan,nan,nan,nan,0,0,not enough PnP correspondences,none,0,0,17,0,not enough map correspondences,806,LOST,0,0,0,-1,0,0,0,nan,nan
0.762005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,184,23,10,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 10,none,0,0,17,0,not enough map correspondences,816,LOST,0,0,0,-1,0,0,0,nan,nan
0.774005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,193,13,0,nan,nan,nan,nan,nan,0,0,not enough PnP correspondences,none,0,0,17,0,not enough map correspondences,807,LOST,0,0,0,-1,0,0,0,nan,nan
0.786005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,207,13,0,nan,nan,nan,nan,nan,0,0,not enough PnP correspondences,none,1,0,17,1,not enough map correspondences,793,LOST,0,0,0,-1,0,0,0,nan,nan
0.798005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,209,13,0,nan,nan,nan,nan,nan,0,0,not enough PnP correspondences,none,0,0,17,0,not enough map correspondences,791,LOST,0,0,0,-1,0,0,0,nan,nan
0.810005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,189,20,10,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 10,none,1,0,17,1,not enough map correspondences,811,LOST,0,0,0,-1,0,0,0,nan,nan
0.822005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,217,21,10,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 10,none,0,0,17,0,not enough map correspondences,783,LOST,0,0,0,-1,0,0,0,nan,nan
0.834005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,210,35,23,1.666544173,1.331452910,0.057217473,0.000704795,0.057896944,1,0,translation step too large: 0.031,none,0,0,17,0,not enough map correspondences,790,LOST,0,0,0,-1,0,0,0,nan,nan
0.846005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,208,26,16,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 16,none,0,0,17,0,not enough map correspondences,792,LOST,0,0,0,-1,0,0,0,nan,nan
0.858005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,213,16,9,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 9,none,0,0,17,0,not enough map correspondences,787,LOST,0,0,0,-1,0,0,0,nan,nan
0.870005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,191,22,8,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 8,none,0,0,17,0,not enough map correspondences,809,LOST,0,0,0,-1,0,0,0,nan,nan
0.882005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,206,21,11,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 11,none,0,0,17,0,not enough map correspondences,794,LOST,0,0,0,-1,0,0,0,nan,nan
0.894005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,197,15,9,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 9,none,0,0,17,0,not enough map correspondences,803,LOST,0,0,0,-1,0,0,0,nan,nan
0.906005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,188,21,12,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 12,none,0,0,17,0,not enough map correspondences,812,LOST,0,0,0,-1,0,0,0,nan,nan
0.918005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,187,20,9,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 9,none,1,0,17,1,not enough map correspondences,813,LOST,0,0,0,-1,0,0,0,nan,nan
0.930005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,203,21,11,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 11,none,0,0,17,0,not enough map correspondences,797,LOST,0,0,0,-1,0,0,0,nan,nan
0.942005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,194,22,11,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 11,none,0,0,17,0,not enough map correspondences,806,LOST,0,0,0,-1,0,0,0,nan,nan
0.954005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,165,23,11,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 11,none,0,0,17,0,not enough map correspondences,835,LOST,0,0,0,-1,0,0,0,nan,nan
0.966005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,207,16,7,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 7,none,0,0,17,0,not enough map correspondences,793,LOST,0,0,0,-1,0,0,0,nan,nan
0.978005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,187,24,10,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 10,none,0,0,17,0,not enough map correspondences,813,LOST,0,0,0,-1,0,0,0,nan,nan
0.990005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,199,19,10,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 10,none,0,0,17,0,not enough map correspondences,801,LOST,0,0,0,-1,0,0,0,nan,nan
1.002005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,199,23,11,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 11,none,0,0,17,0,not enough map correspondences,801,LOST,0,0,0,-1,0,0,0,nan,nan
1.014005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,197,20,10,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 10,none,0,0,17,0,not enough map correspondences,803,LOST,0,0,0,-1,0,0,0,nan,nan
1.026005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,197,18,12,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 12,none,0,0,17,0,not enough map correspondences,803,LOST,0,0,0,-1,0,0,0,nan,nan
1.038005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,189,17,8,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 8,none,0,0,17,0,not enough map correspondences,811,LOST,0,0,0,-1,0,0,0,nan,nan
1.050005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,217,17,10,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 10,none,0,0,17,0,not enough map correspondences,783,LOST,0,0,0,-1,0,0,0,nan,nan
1.062005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,219,19,6,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 6,none,0,0,17,0,not enough map correspondences,781,LOST,0,0,0,-1,0,0,0,nan,nan
1.074005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,209,26,11,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 11,none,0,0,17,0,not enough map correspondences,791,LOST,0,0,0,-1,0,0,0,nan,nan
1.086005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,206,18,11,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 11,none,0,0,17,0,not enough map correspondences,794,LOST,0,0,0,-1,0,0,0,nan,nan
1.098005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,206,17,10,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 10,none,0,0,17,0,not enough map correspondences,794,LOST,0,0,0,-1,0,0,0,nan,nan
1.110005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,196,24,15,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 15,none,0,0,17,0,not enough map correspondences,804,LOST,0,0,0,-1,0,0,0,nan,nan
1.122005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,202,26,11,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 11,none,0,0,17,0,not enough map correspondences,798,LOST,0,0,0,-1,0,0,0,nan,nan
1.134005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,208,22,9,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 9,none,0,0,17,0,not enough map correspondences,792,LOST,0,0,0,-1,0,0,0,nan,nan
1.146005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,195,21,15,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 15,none,0,0,17,0,not enough map correspondences,805,LOST,0,0,0,-1,0,0,0,nan,nan
1.158005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,225,17,13,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 13,none,0,0,17,0,not enough map correspondences,775,LOST,0,0,0,-1,0,0,0,nan,nan
1.170005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,191,25,11,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 11,none,0,0,17,0,not enough map correspondences,809,LOST,0,0,0,-1,0,0,0,nan,nan
1.182005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,192,19,9,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 9,none,0,0,17,0,not enough map correspondences,808,LOST,0,0,0,-1,0,0,0,nan,nan
1.194005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,187,26,11,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 11,none,0,0,17,0,not enough map correspondences,813,LOST,0,0,0,-1,0,0,0,nan,nan
1.206005000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,225,30,12,nan,nan,nan,nan,nan,0,0,too few PnP inliers: 12,none,1,0,17,1,not enough map correspondences,775,LOST,0,0,0,-1,0,0,0,nan,nan
